"Alpha","NoiseScale","Threshold","TP","FN","FP","TN","TPR","FPR","TNR","FNR","OneMinusFPR"
1,1.75,1e-04,1000,0,1000,0,1,1,0,0,0
1,1.75,0.001,1000,0,1000,0,1,1,0,0,0
1,1.75,0.01,991,9,976,24,0.991,0.976,0.024,0.009,0.024
1,1.75,0.05,947,53,886,114,0.947,0.886,0.114,0.053,0.114
1,1.75,0.1,878,122,772,228,0.878,0.772,0.228,0.122,0.228
1,1.75,0.5,433,567,183,817,0.433,0.183,0.817,0.567,0.817
