"Alpha","Iteration","BestLambda","FitCode","LogLik"
1,1,0,8,-1031.22572565783
1,2,0,8,-1194.77532362664
1,3,0,8,-1171.35830140502
1,4,0,8,-1157.3678838924
1,5,0,8,-1136.86492546642
1,6,0,8,-1060.31065823464
1,7,0,8,-1158.32240205688
1,8,0,8,-1070.19410381973
1,9,0,8,-1098.70659865972
1,10,0,8,-1111.1438028522
1,11,0,8,-933.526503846569
1,12,0,8,-1230.26263816607
1,13,0,8,-1230.80061592214
1,14,0,8,-967.12709815912
1,15,0,8,-1166.89051599634
1,16,0,8,-1141.56235747265
1,17,0,8,-1251.26858572259
1,18,0,8,-1282.31781644835
1,19,0,8,-1110.01837761648
1,20,0,8,-903.833827453692
1,21,0,8,-1144.86142616972
1,22,0,8,-1163.48785401021
1,23,0,8,-1047.0166143457
1,24,0,8,-1062.50580852927
1,25,0,8,-970.998435587109
1,26,0,8,-1128.73894976432
1,27,0,8,-1091.27670522401
1,28,0,8,-1236.781374968
1,29,0,8,-1137.71638594794
1,30,0,8,-1287.84749132861
1,31,0,8,-1142.27145896864
1,32,0,8,-1110.68262696689
1,33,0,8,-1016.73309752295
1,34,0,8,-1044.06450114832
1,35,0,8,-1170.54398093407
1,36,0,8,-1009.22702622202
1,37,0,8,-1288.81233384814
1,38,0,8,-1089.98806241257
1,39,0,8,-994.748360177204
1,40,0,8,-1012.95430315063
1,41,0,8,-1103.58122031937
1,42,0,8,-1099.93635649656
1,43,0,8,-1050.11177783131
1,44,0,8,-1016.88398351541
1,45,0,8,-1108.98302557297
1,46,0,8,-1162.82000405954
1,47,0,8,-890.01568637519
1,48,0,8,-964.970684768368
1,49,0,8,-1208.96586750526
1,50,0,8,-995.229784648378
1,51,0,8,-1148.54380946777
1,52,0,8,-1092.54880000815
1,53,0,8,-1105.17670029066
1,54,0,8,-1139.40689044768
1,55,0,8,-1142.50078638776
1,56,0,8,-960.621398000712
1,57,0,8,-951.319748475826
1,58,0,8,-1115.88260126372
1,59,0,8,-1070.58103629176
1,60,0,8,-1302.84024793455
1,61,0,8,-1215.30021391042
1,62,0,8,-1138.51859041367
1,63,0,8,-1123.88153909836
1,64,0,8,-1082.22361121167
1,65,0,8,-1049.65563114009
1,66,0,8,-1094.792577248
1,67,0,8,-1202.33219815698
1,68,0,8,-1218.1146729192
1,69,0,8,-1065.57766077134
1,70,0,8,-1149.04625822151
1,71,0,8,-1181.85960920561
1,72,0,8,-1134.55510163692
1,73,0,8,-1093.39741848914
1,74,0,8,-1121.63342444898
1,75,0,8,-1063.95298177979
1,76,0,8,-965.077644994208
1,77,0,8,-1163.12476185381
1,78,0,8,-1255.16183944365
1,79,0,8,-1023.90047621762
1,80,0,8,-1193.19801096537
1,81,0,8,-1103.91881152589
1,82,0,8,-1094.51171804643
1,83,0,8,-1046.15014710787
1,84,0,8,-1232.47171834956
1,85,0,8,-1179.46474465356
1,86,0,8,-1128.55641650973
1,87,0,8,-1174.4755315513
1,88,0,8,-1159.73954924587
1,89,0,8,-1244.30871389934
1,90,0,8,-1088.85664431964
1,91,0,8,-1224.44742965285
1,92,0,8,-1147.71618013405
1,93,0,8,-1209.90199330084
1,94,0,8,-1178.50502592583
1,95,0,8,-1265.87251597414
1,96,0,8,-1115.61919719126
1,97,0,8,-973.469805280859
1,98,0,8,-981.82029059021
1,99,0,8,-979.358472267125
1,100,0,8,-1105.54596316579
