"Alpha","Iteration","ASC2_male","ASC2_age","ASC2_income","ASC2_child","ASC3_male","ASC3_age","ASC3_income","ASC3_child","prot25_male","prot25_age","prot25_income","prot25_child","prot50_male","prot50_age","prot50_income","prot50_child","invasive_male","invasive_age","invasive_income","invasive_child"
1,1,0.359776429651731,0.575456401543835,-0.042290348850288,-0.541123895582976,0.336472318747982,-1.08445971372946,-0.179926233428349,0.034605976512074,-0.0543288731460628,-0.855139647169803,-0.0241100620522391,1.53214991831866,-0.525754546132904,0.698500262299804,0.497438901807416,0.433487339421225,-0.0880646664999284,-0.00376674238762626,-0.48525841267964,-0.232612820373421
1,2,0.0281151430850265,-0.0311624401802386,0.18093486512968,-0.181699874079684,-0.332561356359202,0.0599554999878441,0.837077353271853,-0.40649143193179,0.0042053569254541,-0.454324597798616,-0.0428178742914898,-0.660960341357034,-0.209674906821613,-1.06739191937384,0.13245746116889,0.440666921609357,0.419384727357427,0.0505374244060909,-0.163595224370714,-0.810946654047893
1,3,-0.252635320358705,0.127096761394516,-0.884720712916894,-0.242484179931823,-0.319340928001655,-0.252285086955831,-0.0658485212824526,-0.0044924383479854,0.555002205929795,-0.860226894095299,-0.00365930886535875,-0.13495090980729,0.0431447069510016,0.192416831086959,0.360480516705213,0.162833609187488,-0.70274431550149,0.895420058556327,1.14133627686299,1.05909765128362
1,4,0.428489316411136,0.679611129702496,0.543768556106481,0.855535562727842,0.329400988270502,-0.0323508225890823,0.0132102906266855,-1.08151848325626,-0.0605691250965956,0.0482320915629615,0.633386246248307,-0.19807204561212,-0.310023884404331,0.195962500321418,0.211278561600464,0.100446729975972,-0.0825493183034069,-0.223042786565164,-0.419580997098569,0.335144607483721
1,5,-0.163021823587285,0.137035312190064,-0.041984694347596,0.459966005045975,0.745378857789471,0.0808802181715808,0.137781485130894,0.609272576981804,0.42274925709443,0.00590614588244447,-0.0241808627202539,0.325304924744825,0.735369409334102,0.668491536130734,0.0351224188432927,-0.15830582556051,0.523425872463841,0.0547966658701593,-0.599365092101432,0.0867838733554834
1,6,1.47903237928638,0.271361183470894,-0.317399979481377,0.137477462939517,0.328527760761552,-0.612665196373621,-0.0234010890495175,0.169596205768932,0.158061476725164,0.102793951488457,0.0269970062369351,0.157063577245277,0.885566102588216,-0.363662150899734,0.070424087247686,0.0587572697007369,0.35878397416891,-0.289960223308115,0.105184377279191,0.28909602273175
1,7,0.019405814691737,0.127999845873825,0.932169384675262,0.0379306090442032,0.776113498535061,-1.04279843245272,0.956141939160003,0.0596401355561221,-0.785400005821445,-0.580699746530746,-0.116370524607691,-0.0766787438601206,0.102647278275846,-0.778277957445617,-0.936379140411645,-0.490859003363446,0.190835047857397,0.0544562741591205,0.0538601367948653,0.127163329821542
1,8,0.769486007219248,-0.103415833352028,-0.284432940655603,-1.05762699873395,0.370722020284218,0.759327051327792,-0.272919011317325,0.0464442577119734,-0.482450277216871,1.34918741408134,0.189821781976302,1.66219402575772,-0.312342031270983,0.00948954249814155,0.0551649623127706,-0.8874200117337,0.141362285606247,-0.277909355227882,0.19530135579061,-1.54514626483099
1,9,-0.0883340804777978,0.524145275806103,0.490532992291868,-0.371483129673418,0.242270611814356,0.0400632048078688,-0.0444613860325712,-0.823096215889207,0.870885933060267,0.368627127054928,0.0299646261680318,0.494120910027879,-0.346689162745661,-1.0792009494733,0.0386776821434762,-0.837353257909008,0.0409168977343529,1.01561064828401,-0.121037330848533,-0.245824475974992
1,10,-0.0466222197753469,-0.702315042538452,-0.0111350945062357,-0.148774912762217,0.790106983509841,0.174766804199035,0.0214521587977723,-0.11163996110284,-1.05517038085287,1.12850556587554,-0.668072698494266,0.104827044832354,-0.0502678096419377,-0.0404489916935018,0.144252327253699,0.300473129913815,0.285706687615118,0.504446737622523,-0.415602481505409,-0.39085727722348
