"Alpha","Iteration","BestLambda","FitCode","LogLik"
0.5,1,0,8,-921.910687760791
0.5,2,0,8,-1142.14954791414
0.5,3,0,8,-1260.37337458766
0.5,4,0,8,-1083.43449177647
0.5,5,0,8,-1182.72570238948
0.5,6,0,8,-1133.73624398908
0.5,7,0,8,-864.519607940867
0.5,8,0,8,-927.747480918501
0.5,9,0,8,-1272.2067729544
0.5,10,0,8,-1014.69556688677
0.5,11,0,8,-1147.47055185355
0.5,12,0,8,-1106.24799399944
0.5,13,0,8,-1109.0482198408
0.5,14,0,8,-1175.7500275926
0.5,15,0,8,-1078.51585935992
0.5,16,0,8,-1120.1767791575
0.5,17,0,8,-1201.47779164294
0.5,18,0,8,-1217.62175637983
0.5,19,0,8,-1102.13180537088
0.5,20,0,8,-1048.95484885158
0.5,21,0,8,-1168.80594967753
0.5,22,0,8,-1057.93092965734
0.5,23,0,8,-1262.89875340062
0.5,24,0,8,-1142.3863633396
0.5,25,0,8,-1057.19508318982
0.5,26,0,8,-1157.57811901781
0.5,27,0,8,-1135.30770507941
0.5,28,0,8,-1360.59184034688
0.5,29,0,8,-1059.87736424875
0.5,30,0,8,-1064.06282223463
0.5,31,0,8,-1139.64902390215
0.5,32,0,8,-1100.23974689146
0.5,33,0,8,-1173.00150975203
0.5,34,0,8,-1167.63897408258
0.5,35,0,8,-1138.50801823639
0.5,36,0,8,-1061.24980556566
0.5,37,0,8,-1172.57064158375
0.5,38,0,8,-1188.22116237263
0.5,39,0,8,-1113.797991418
0.5,40,0,8,-1063.75450559155
0.5,41,0,8,-1201.5580668053
0.5,42,0,8,-1212.16007108101
0.5,43,0,8,-1135.31149939565
0.5,44,0,8,-1169.28939988989
0.5,45,0,8,-1119.47447375328
0.5,46,0,8,-1159.44361476636
0.5,47,0,8,-1143.91976730485
0.5,48,0,8,-1152.34194572881
0.5,49,0,8,-1106.0752741491
0.5,50,0,8,-1032.2783741262
0.5,51,0,8,-1191.11081505216
0.5,52,0,8,-1110.50641760289
0.5,53,0,8,-1187.83627696472
0.5,54,0,8,-1183.86826108394
0.5,55,0,8,-1218.77158252794
0.5,56,0,8,-1088.80522344197
0.5,57,0,8,-1138.19916834881
0.5,58,0,8,-1219.60464178163
0.5,59,0,8,-1144.17738824967
0.5,60,0,8,-1336.72137604116
0.5,61,0,8,-1206.10269621038
0.5,62,0,8,-1178.51787606195
0.5,63,0,8,-1341.12671726318
0.5,64,0,8,-1167.79308612104
0.5,65,0,8,-1081.57725572231
0.5,66,0,8,-937.515569133791
0.5,67,0,8,-1027.72703966567
0.5,68,0,8,-1231.89282983791
0.5,69,0,8,-983.050235957975
0.5,70,0,8,-1021.42054125989
0.5,71,0,8,-1059.65197233001
0.5,72,0,8,-1098.33346268
0.5,73,0,8,-1265.96304261286
0.5,74,0,8,-1123.4265647734
0.5,75,0,8,-1124.31492431252
0.5,76,0,8,-1349.9946737705
0.5,77,0,8,-1043.64128632387
0.5,78,0,8,-1021.51606614159
0.5,79,0,8,-1022.90232717099
0.5,80,0,8,-1145.13824926485
0.5,81,0,8,-1080.03826918967
0.5,82,0,8,-1137.34465803566
0.5,83,0,8,-1153.12413112927
0.5,84,0,8,-1152.03658069891
0.5,85,0,8,-1123.97860375212
0.5,86,0,8,-1066.76883669188
0.5,87,0,8,-1121.86063237382
0.5,88,0,8,-1211.57080856752
0.5,89,0,8,-1135.92403510535
0.5,90,0,8,-1117.66114790897
0.5,91,0,8,-980.006007728224
0.5,92,0,8,-1096.95935634378
0.5,93,0,8,-1050.63647215263
0.5,94,0,8,-1265.7166248958
0.5,95,0,8,-1111.16368191688
0.5,96,0,8,-1164.88544039316
0.5,97,0,8,-1197.37449086504
0.5,98,0,8,-1282.53878870176
0.5,99,0,8,-1247.80990927311
0.5,100,0,8,-1207.76255163091
