"Alpha","Threshold","TP","FN","FP","TN","TPR","FPR","TNR","FNR","OneMinusFPR"
0.5,1e-04,954,46,706,294,0.954,0.706,0.294,0.046,0.294
0.5,0.001,952,48,692,308,0.952,0.692,0.308,0.048,0.308
0.5,0.01,944,56,596,404,0.944,0.596,0.404,0.056,0.404
0.5,0.05,877,123,236,764,0.877,0.236,0.764,0.123,0.764
0.5,0.1,776,224,82,918,0.776,0.082,0.918,0.224,0.918
0.5,0.5,21,979,0,1000,0.021,0,1,0.979,1
