"Alpha","NoiseScale","Iteration","BestLambda","FitCode","LogLik"
1,2.5,1,0.0292401773821287,8,-5824.96928682315
1,2.5,2,0.0113496726515367,7,-6045.77211674765
1,2.5,3,0.00440541340134864,7,-5945.77487866118
1,2.5,4,0.00440541340134864,4,-5975.71284654725
1,2.5,5,0.0113496726515367,4,-5995.42258358024
1,2.5,6,0.0113496726515367,7,-5881.43557441328
1,2.5,7,0.0113496726515367,7,-5951.70592370791
1,2.5,8,0.0113496726515367,8,-5947.26144044672
1,2.5,9,0.0113496726515367,4,-5934.36112246242
1,2.5,10,0.0113496726515367,7,-5911.13767052087
1,2.5,11,0.0017099759466767,4,-5711.65383076646
1,2.5,12,0.00440541340134864,7,-6043.39835879532
1,2.5,13,0.0113496726515367,7,-6050.31037288503
1,2.5,14,0.0113496726515367,8,-5789.34381012935
1,2.5,15,0.0292401773821287,8,-6004.48245555015
1,2.5,16,0.00440541340134864,4,-5890.81716726906
1,2.5,17,0.0113496726515367,7,-6057.97128670716
1,2.5,18,0.00440541340134864,4,-6069.86381550522
1,2.5,19,0.00440541340134864,7,-6014.99560746187
1,2.5,20,0.0113496726515367,4,-5786.54022879938
1,2.5,21,0.0113496726515367,9,-5916.73638909434
1,2.5,22,0.0113496726515367,4,-6000.38955254554
1,2.5,23,0.0113496726515367,8,-5875.29996377186
1,2.5,24,0.0113496726515367,8,-5856.75469687635
1,2.5,25,0.00440541340134864,7,-5743.93174130534
1,2.5,26,0.0113496726515367,4,-5968.55986110745
1,2.5,27,0.0113496726515367,7,-5957.21319122633
1,2.5,28,0.00440541340134864,4,-6027.93120603523
1,2.5,29,0.00440541340134864,4,-5951.8398774337
1,2.5,30,0.0113496726515367,7,-6175.89043124599
1,2.5,31,0.0113496726515367,8,-5948.93940775526
1,2.5,32,0.000663732883120058,4,-5921.46023227614
1,2.5,33,0.0017099759466767,7,-5667.04697081946
1,2.5,34,0.0113496726515367,8,-5895.80711112017
1,2.5,35,0.0113496726515367,4,-6042.20570573282
1,2.5,36,0.00440541340134864,4,-5809.43238158071
1,2.5,37,0.00440541340134864,4,-6066.86809366506
1,2.5,38,0.0113496726515367,8,-5812.95202170769
1,2.5,39,0.0292401773821287,7,-5804.9873328475
1,2.5,40,0.0113496726515367,8,-5904.13499747668
1,2.5,41,0.0113496726515367,7,-5923.91697383559
1,2.5,42,0.0017099759466767,4,-5776.76609575306
1,2.5,43,0.00440541340134864,7,-5876.21713121433
1,2.5,44,0.000663732883120058,4,-5741.99969228697
1,2.5,45,0.00440541340134864,7,-5854.60220084565
1,2.5,46,0.0017099759466767,4,-5985.54372616334
1,2.5,47,0.00440541340134864,4,-5667.62794448489
1,2.5,48,0.0292401773821287,7,-5931.80646919347
1,2.5,49,0.00440541340134864,8,-6009.72017180629
1,2.5,50,0.00440541340134864,4,-5739.27020068303
1,2.5,51,0.0113496726515367,4,-5962.78650023509
1,2.5,52,0.00440541340134864,4,-5821.50745297346
1,2.5,53,0.00440541340134864,7,-5917.89008804261
1,2.5,54,0.0113496726515367,8,-6089.89371455124
1,2.5,55,0.0113496726515367,8,-6060.21849288827
1,2.5,56,0.00440541340134864,7,-5632.47568056292
1,2.5,57,0.0017099759466767,8,-5640.24924376178
1,2.5,58,0.0113496726515367,7,-5912.36955579005
1,2.5,59,0.0113496726515367,8,-5856.53176875567
1,2.5,60,0.0017099759466767,4,-6130.93223294155
1,2.5,61,0.0113496726515367,8,-6066.39053617771
1,2.5,62,0.0113496726515367,7,-5978.57111322486
1,2.5,63,0.0113496726515367,8,-5952.92559255314
1,2.5,64,0.00440541340134864,7,-5858.74019397468
1,2.5,65,0.0113496726515367,4,-5758.52113145217
1,2.5,66,0.0113496726515367,8,-5924.60633695967
1,2.5,67,0.00440541340134864,7,-6047.90318570369
1,2.5,68,0.0113496726515367,8,-6014.30363686838
1,2.5,69,0.0113496726515367,7,-5842.26649632786
1,2.5,70,0.00440541340134864,4,-5857.71976846225
1,2.5,71,0.00440541340134864,7,-6034.63055845646
1,2.5,72,0.0113496726515367,9,-6011.81035394996
1,2.5,73,0.0113496726515367,7,-5804.28290022159
1,2.5,74,0.0113496726515367,4,-5881.58447632629
1,2.5,75,0.0113496726515367,7,-5872.68664338768
1,2.5,76,0.0113496726515367,7,-5804.79099848213
1,2.5,77,0.0017099759466767,4,-6042.33839522451
1,2.5,78,0.00440541340134864,7,-6132.19171677184
1,2.5,79,0.0113496726515367,7,-5870.11404608841
1,2.5,80,0.00440541340134864,4,-5963.78563821059
1,2.5,81,0.00440541340134864,7,-5915.87197763604
1,2.5,82,0.0113496726515367,8,-5917.95539640091
1,2.5,83,0.0113496726515367,7,-5812.0112242178
1,2.5,84,0.00440541340134864,7,-6074.6428941961
1,2.5,85,0.00440541340134864,8,-5999.55956752155
1,2.5,86,0.0113496726515367,9,-5823.79182710955
1,2.5,87,0.0113496726515367,4,-5912.32847118248
1,2.5,88,0.0113496726515367,8,-5927.512263254
1,2.5,89,0.00440541340134864,4,-6080.0877006976
1,2.5,90,0.0113496726515367,8,-5896.71099630031
1,2.5,91,0.000663732883120058,7,-6008.37966837687
1,2.5,92,0.00440541340134864,7,-5957.97288046299
1,2.5,93,0.0113496726515367,7,-6057.20488816995
1,2.5,94,0.0017099759466767,7,-5909.79242606284
1,2.5,95,0.0113496726515367,8,-6157.01651567414
1,2.5,96,0.0113496726515367,7,-5962.31322021693
