"Alpha","Threshold","TP","FN","FP","TN","TPR","FPR","TNR","FNR","OneMinusFPR"
1,1e-04,932,68,623,377,0.932,0.623,0.377,0.068,0.377
1,0.001,930,70,602,398,0.93,0.602,0.398,0.07,0.398
1,0.01,915,85,514,486,0.915,0.514,0.486,0.085,0.486
1,0.05,861,139,223,777,0.861,0.223,0.777,0.139,0.777
1,0.1,789,211,76,924,0.789,0.076,0.924,0.211,0.924
1,0.5,29,971,0,1000,0.029,0,1,0.971,1
