"Alpha","NoiseScale","Iteration","BestLambda"
0.5,6,1,0.5
0.5,6,2,0.5
0.5,6,3,0.194076672367821
0.5,6,4,0.5
0.5,6,5,0.5
0.5,6,6,0.5
0.5,6,7,0.5
0.5,6,8,0.194076672367821
0.5,6,9,0.5
0.5,6,10,0.5
0.5,6,11,0.194076672367821
0.5,6,12,0.5
0.5,6,13,0.194076672367821
0.5,6,14,0.194076672367821
0.5,6,15,0.5
0.5,6,16,0.5
0.5,6,17,0.5
0.5,6,18,0.194076672367821
0.5,6,19,0.194076672367821
0.5,6,20,0.5
0.5,6,21,0.5
0.5,6,22,0.194076672367821
0.5,6,23,0.5
0.5,6,24,0.0753315095147334
0.5,6,25,0.194076672367821
0.5,6,26,0.5
0.5,6,27,0.194076672367821
0.5,6,28,0.5
0.5,6,29,0.0753315095147334
0.5,6,30,0.194076672367821
0.5,6,31,0.194076672367821
0.5,6,32,0.5
0.5,6,33,0.194076672367821
0.5,6,34,0.194076672367821
0.5,6,35,0.194076672367821
0.5,6,36,0.194076672367821
0.5,6,37,0.5
0.5,6,38,0.5
0.5,6,39,0.5
0.5,6,40,0.194076672367821
0.5,6,41,0.5
0.5,6,42,0.5
0.5,6,43,0.5
0.5,6,44,0.5
0.5,6,45,0.5
0.5,6,46,0.194076672367821
0.5,6,47,0.5
0.5,6,48,0.194076672367821
0.5,6,49,0.5
0.5,6,50,0.5
0.5,6,51,0.5
0.5,6,52,0.194076672367821
0.5,6,53,0.5
0.5,6,54,0.5
0.5,6,55,0.5
0.5,6,56,0.5
0.5,6,57,0.5
0.5,6,58,0.5
0.5,6,59,0.5
0.5,6,60,0.194076672367821
0.5,6,61,0.194076672367821
0.5,6,62,0.5
0.5,6,63,0.5
0.5,6,64,0.194076672367821
0.5,6,65,0.0753315095147334
0.5,6,66,0.5
0.5,6,67,0.5
0.5,6,68,0.194076672367821
0.5,6,69,0.5
0.5,6,70,0.5
0.5,6,71,0.5
0.5,6,72,0.5
0.5,6,73,0.194076672367821
0.5,6,74,0.5
0.5,6,75,0.5
0.5,6,76,0.5
0.5,6,77,0.5
0.5,6,78,0.194076672367821
0.5,6,79,0.194076672367821
0.5,6,80,0.5
0.5,6,81,0.194076672367821
0.5,6,82,0.194076672367821
0.5,6,83,0.5
0.5,6,84,0.5
0.5,6,85,0.5
0.5,6,86,0.5
0.5,6,87,0.5
0.5,6,88,0.194076672367821
0.5,6,89,0.194076672367821
0.5,6,90,0.0753315095147334
0.5,6,91,0.5
0.5,6,92,0.194076672367821
0.5,6,93,0.5
0.5,6,94,0.5
0.5,6,95,0.5
0.5,6,96,0.194076672367821
0.5,6,97,0.194076672367821
0.5,6,98,0.0753315095147334
0.5,6,99,0.5
0.5,6,100,0.5
