"Alpha","NoiseScale","Threshold","TP","FN","FP","TN","TPR","FPR","TNR","FNR","OneMinusFPR"
1,1.75,1e-04,1000,0,998,2,1,0.998,0.002,0,0.002
1,1.75,0.001,1000,0,987,13,1,0.987,0.013,0,0.013
1,1.75,0.01,996,4,883,117,0.996,0.883,0.117,0.004,0.117
1,1.75,0.05,964,36,485,515,0.964,0.485,0.515,0.036,0.515
1,1.75,0.1,909,91,190,810,0.909,0.19,0.81,0.091,0.81
1,1.75,0.5,311,689,0,1000,0.311,0,1,0.689,1
