"Alpha","Threshold","TP","FN","FP","TN","TPR","FPR","TNR","FNR","OneMinusFPR"
0.5,1e-04,814,186,501,499,0.814,0.501,0.499,0.186,0.499
0.5,0.001,807,193,486,514,0.807,0.486,0.514,0.193,0.514
0.5,0.01,781,219,421,579,0.781,0.421,0.579,0.219,0.579
0.5,0.05,645,355,170,830,0.645,0.17,0.83,0.355,0.83
0.5,0.1,484,516,46,954,0.484,0.046,0.954,0.516,0.954
0.5,0.5,0,1000,0,1000,0,0,1,1,1
