"Alpha","NoiseScale","Iteration","BestLambda","FitCode","LogLik"
1,2,1,0,4,-3294.83319609697
1,2,2,0,4,-3536.45019953715
1,2,3,0,4,-3664.50376732095
1,2,4,0,4,-3323.93586764304
1,2,5,0,4,-3530.38735614483
1,2,6,0,4,-3505.32427807794
1,2,7,0,4,-3203.36791196041
1,2,8,0,4,-3201.70789066781
1,2,9,0,4,-3603.2606191093
1,2,10,0,4,-3356.15982800787
1,2,11,0,4,-3534.24544070183
1,2,12,0,4,-3502.18408718568
1,2,13,0,4,-3451.83385739036
1,2,14,0,4,-3461.83537613361
1,2,15,0,4,-3461.89351070564
1,2,16,0,4,-3331.50233341243
1,2,17,0,4,-3619.7945072975
1,2,18,0,4,-3642.02800909586
1,2,19,0,4,-3445.59685301467
1,2,20,0,4,-3462.97070123364
1,2,21,0,4,-3599.09789847182
1,2,22,0,4,-3469.39972923182
1,2,23,0,4,-3604.629929156
1,2,24,0,4,-3540.9970512607
1,2,25,0,4,-3418.11792559608
1,2,26,0,4,-3534.80488850356
1,2,27,0,4,-3558.82353182298
1,2,28,0,4,-3731.23292552321
1,2,29,0,4,-3437.86128985692
1,2,30,0,4,-3464.03569020377
1,2,31,0,4,-3569.90589629204
1,2,32,0,4,-3392.07470448076
1,2,33,0,4,-3616.39615992216
1,2,34,0,4,-3539.90968909122
1,2,35,0,4,-3514.31313229453
1,2,36,0,4,-3410.21703901844
1,2,37,0,4,-3564.85914641555
1,2,38,0,4,-3570.02023895931
1,2,39,0,4,-3550.74629340949
1,2,40,0,4,-3451.22064663515
1,2,41,0,4,-3596.83064716055
1,2,42,0,4,-3651.49834356
1,2,43,0,4,-3558.00707509394
1,2,44,0,4,-3535.49671560726
1,2,45,0,4,-3494.2597442637
1,2,46,0,4,-3546.47568462259
1,2,47,0,4,-3567.39523911813
1,2,48,0,4,-3611.09349334682
1,2,49,0,4,-3439.98387810684
1,2,50,0,4,-3350.2796657762
1,2,51,0,4,-3582.36253652167
1,2,52,0,4,-3512.16057360356
1,2,53,0,4,-3549.16397913928
1,2,54,0,4,-3580.99973588977
1,2,55,0,4,-3623.31958885607
1,2,56,0,4,-3521.77107396935
1,2,57,0,4,-3504.31975484526
1,2,58,0,4,-3649.45697323222
1,2,59,0,4,-3500.64006773231
1,2,60,0,4,-3689.93819471202
1,2,61,0,4,-3529.94639984549
1,2,62,0,4,-3589.39996398156
1,2,63,0,4,-3692.80403275913
1,2,64,0,4,-3530.36666040525
1,2,65,0,4,-3511.08246378511
1,2,66,0,4,-3378.10302365631
1,2,67,0,4,-3373.95225505814
1,2,68,0,4,-3633.55801666087
1,2,69,0,4,-3336.99584112401
1,2,70,0,4,-3318.61208786249
1,2,71,0,4,-3522.18141260676
1,2,72,0,4,-3478.78362086102
1,2,73,0,4,-3629.15933900456
1,2,74,0,4,-3452.15004570697
1,2,75,0,4,-3535.12864187385
1,2,76,0,4,-3716.49924298127
1,2,77,0,4,-3346.07368090637
1,2,78,0,4,-3286.25178258077
1,2,79,0,4,-3322.07175295255
1,2,80,0,4,-3576.56988205589
1,2,81,0,4,-3333.65396331604
1,2,82,0,4,-3492.27964302449
1,2,83,0,4,-3548.71361217684
1,2,84,0,4,-3555.42649966302
1,2,85,0,4,-3527.07066625701
1,2,86,0,4,-3422.25789765427
1,2,87,0,4,-3497.62630223071
1,2,88,0,4,-3578.98687756235
1,2,89,0,4,-3500.84265232147
1,2,90,0,4,-3421.28784152689
1,2,91,0,4,-3369.8030873124
1,2,92,0,4,-3500.97910001269
1,2,93,0,4,-3429.77270917761
1,2,94,0,4,-3570.26612709153
1,2,95,0,4,-3543.80915871936
1,2,96,0,4,-3593.13655693847
1,2,97,0,4,-3520.56351343636
1,2,98,0,4,-3650.52379780102
1,2,99,0,4,-3588.29873802752
1,2,100,0,4,-3608.88777191182
