"Alpha","NoiseScale","Threshold","TP","FN","FP","TN","TPR","FPR","TNR","FNR","OneMinusFPR"
1,2,1e-04,1000,0,1000,0,1,1,0,0,0
1,2,0.001,998,2,993,7,0.998,0.993,0.007,0.002,0.00700000000000001
1,2,0.01,992,8,909,91,0.992,0.909,0.091,0.008,0.091
1,2,0.05,942,58,610,390,0.942,0.61,0.39,0.058,0.39
1,2,0.1,874,126,330,670,0.874,0.33,0.67,0.126,0.67
1,2,0.5,209,791,1,999,0.209,0.001,0.999,0.791,0.999
