"Alpha","NoiseScale","Threshold","TP","FN","FP","TN","TPR","FPR","TNR","FNR","OneMinusFPR"
1,2.5,1e-04,999,1,997,3,0.999,0.997,0.003,0.001,0.003
1,2.5,0.001,998,2,988,12,0.998,0.988,0.012,0.002,0.012
1,2.5,0.01,982,18,917,83,0.982,0.917,0.083,0.018,0.083
1,2.5,0.05,923,77,606,394,0.923,0.606,0.394,0.077,0.394
1,2.5,0.1,835,165,331,669,0.835,0.331,0.669,0.165,0.669
1,2.5,0.5,92,908,0,1000,0.092,0,1,0.908,1
