"Alpha","NoiseScale","Threshold","TP","FN","FP","TN","TPR","FPR","TNR","FNR","OneMinusFPR"
1,6,1e-04,998,2,998,2,0.998,0.998,0.002,0.002,0.002
1,6,0.001,994,6,991,9,0.994,0.991,0.009,0.006,0.00900000000000001
1,6,0.01,953,47,908,92,0.953,0.908,0.092,0.047,0.092
1,6,0.05,782,218,571,429,0.782,0.571,0.429,0.218,0.429
1,6,0.1,562,438,292,708,0.562,0.292,0.708,0.438,0.708
1,6,0.5,1,999,0,1000,0.001,0,1,0.999,1
