"Alpha","NoiseScale","Threshold","TP","FN","FP","TN","TPR","FPR","TNR","FNR","OneMinusFPR"
1,0.5,1e-04,1000,0,1000,0,1,1,0,0,0
1,0.5,0.001,1000,0,1000,0,1,1,0,0,0
1,0.5,0.01,997,3,984,16,0.997,0.984,0.016,0.003,0.016
1,0.5,0.05,985,15,939,61,0.985,0.939,0.061,0.015,0.0610000000000001
1,0.5,0.1,960,40,867,133,0.96,0.867,0.133,0.04,0.133
1,0.5,0.5,835,165,410,590,0.835,0.41,0.59,0.165,0.59
