"Alpha","NoiseScale","Iteration","BestLambda","FitCode","LogLik"
1,0.5,1,0,4,-478.663498380736
1,0.5,2,0,4,-724.06196945962
1,0.5,3,0,4,-783.554956797225
1,0.5,4,0,4,-645.437684733893
1,0.5,5,0,4,-698.66871272021
1,0.5,6,0,4,-745.447763685458
1,0.5,7,0,4,-451.696957551512
1,0.5,8,0,4,-428.952737892467
1,0.5,9,0,4,-745.269644046986
1,0.5,10,0,4,-595.069087828046
1,0.5,11,0,4,-650.592486237206
1,0.5,12,0,4,-692.495289911472
1,0.5,13,0,4,-649.142195169565
1,0.5,14,0,4,-760.08477397544
1,0.5,15,0,4,-721.328989387794
1,0.5,16,0,4,-679.108086891794
1,0.5,17,0,4,-749.451811540533
1,0.5,18,0,4,-755.621268428086
1,0.5,19,0,4,-655.626178444473
1,0.5,20,0,4,-595.550920878468
1,0.5,21,0,4,-670.582803307397
1,0.5,22,0,4,-600.581649126774
1,0.5,23,0,4,-776.911551001839
1,0.5,24,0,4,-698.611354710337
1,0.5,25,0,4,-548.227625423549
1,0.5,26,0,4,-771.883070351566
1,0.5,27,0,4,-700.084126505383
1,0.5,28,0,4,-993.798926990332
1,0.5,29,0,4,-621.350204850869
1,0.5,30,0,4,-648.323942974591
1,0.5,31,0,4,-725.008119916451
1,0.5,32,0,4,-641.085159764237
1,0.5,33,0,4,-684.470074977521
1,0.5,34,0,4,-710.801657217101
1,0.5,35,0,4,-668.927911917496
1,0.5,36,0,4,-597.838194140791
1,0.5,37,0,4,-722.989568937988
1,0.5,38,0,4,-699.581373512145
1,0.5,39,0,4,-691.10435214065
1,0.5,40,0,4,-621.121740129532
1,0.5,41,0,4,-700.990494206648
1,0.5,42,0,4,-736.279987805867
1,0.5,43,0,4,-652.893415949305
1,0.5,44,0,4,-710.203414705898
1,0.5,45,0,4,-688.749170724146
1,0.5,46,0,4,-670.073426229115
1,0.5,47,0,4,-665.219935743839
1,0.5,48,0,4,-717.680572912319
1,0.5,49,0,4,-636.209081193883
1,0.5,50,0,4,-607.759876676893
1,0.5,51,0,4,-661.392343075431
1,0.5,52,0,4,-613.014846599247
1,0.5,53,0,4,-721.450298152971
1,0.5,54,0,4,-760.092239432364
1,0.5,55,0,4,-791.608221969138
1,0.5,56,0,4,-629.041341726284
1,0.5,57,0,4,-592.442331105438
1,0.5,58,0,4,-792.960906669622
1,0.5,59,0,4,-668.084877102353
1,0.5,60,0,4,-950.350573082909
1,0.5,61,0,4,-823.860553480436
1,0.5,62,0,4,-762.41274652253
1,0.5,63,0,4,-943.263625591541
1,0.5,64,0,4,-650.657948311794
1,0.5,65,0,4,-611.051974305257
1,0.5,66,0,4,-525.07179382753
1,0.5,67,0,4,-623.325250545834
1,0.5,68,0,4,-751.727196811431
1,0.5,69,0,4,-523.511034403541
1,0.5,70,0,4,-584.095374894028
1,0.5,71,0,4,-633.459858778687
1,0.5,72,0,4,-641.960828714865
1,0.5,73,0,4,-839.763419383094
1,0.5,74,0,4,-719.355723705982
1,0.5,75,0,4,-676.536845777243
1,0.5,76,0,4,-899.987934636259
1,0.5,77,0,4,-587.220354407242
1,0.5,78,0,4,-626.841898467687
1,0.5,79,0,4,-560.746463351177
1,0.5,80,0,4,-726.782644388928
1,0.5,81,0,4,-700.144577303842
1,0.5,82,0,4,-697.12803952043
1,0.5,83,0,4,-770.305582449698
1,0.5,84,0,4,-673.085138480708
1,0.5,85,0,4,-621.480373548146
1,0.5,86,0,4,-599.96335945366
1,0.5,87,0,4,-631.706984109736
1,0.5,88,0,4,-745.870567935439
1,0.5,89,0,4,-645.02318966372
1,0.5,90,0,4,-635.425830495517
1,0.5,91,0,4,-535.374174413804
1,0.5,92,0,4,-624.040721980338
1,0.5,93,0,4,-655.689187279122
1,0.5,94,0,4,-748.862686418729
1,0.5,95,0,4,-701.140113631891
1,0.5,96,0,4,-686.11031307417
1,0.5,97,0,4,-736.233264548275
1,0.5,98,0,4,-819.685742208143
1,0.5,99,0,4,-813.275684988636
1,0.5,100,0,4,-728.369705963565
