"Alpha","NoiseScale","Iteration","BestLambda","FitCode","LogLik"
1,0.5,1,0,4,-1240.29431829517
1,0.5,2,0,4,-1748.0098858383
1,0.5,3,0,4,-1961.01840448077
1,0.5,4,0,4,-1692.78838780137
1,0.5,5,0,4,-1844.99959478929
1,0.5,6,0,4,-1728.61243777316
1,0.5,7,0,4,-1220.70743455604
1,0.5,8,0,4,-1159.28226357543
1,0.5,9,0,4,-1819.47536189813
1,0.5,10,0,4,-1448.68249458619
1,0.5,11,0,4,-1597.23598853766
1,0.5,12,0,4,-1722.21082992833
1,0.5,13,0,4,-1723.47853375329
1,0.5,14,0,4,-1740.03817722908
1,0.5,15,0,4,-1750.6622268441
1,0.5,16,0,4,-1613.07813630497
1,0.5,17,0,4,-1821.88697892608
1,0.5,18,0,4,-1922.0278054984
1,0.5,19,0,4,-1579.46419056343
1,0.5,20,0,4,-1504.79296549751
1,0.5,21,0,4,-1683.05838816133
1,0.5,22,0,4,-1413.14092698763
1,0.5,23,0,4,-1943.062568221
1,0.5,24,0,4,-1751.81797790477
1,0.5,25,0,4,-1397.69580045781
1,0.5,26,0,4,-1866.47193121623
1,0.5,27,0,4,-1779.32009919345
1,0.5,28,0,4,-2350.78909898246
1,0.5,29,0,4,-1509.7046119417
1,0.5,30,0,4,-1709.61285067352
1,0.5,31,0,4,-1817.93484960862
1,0.5,32,0,4,-1482.01030590767
1,0.5,33,0,4,-1672.68844925619
1,0.5,34,0,4,-1714.09269203962
1,0.5,35,0,4,-1718.77354440648
1,0.5,36,0,4,-1534.25538117031
1,0.5,37,0,4,-1791.87228448629
1,0.5,38,0,4,-1734.07387404433
1,0.5,39,0,4,-1704.71889485989
1,0.5,40,0,4,-1536.28653523742
1,0.5,41,0,4,-1800.25001902794
1,0.5,42,0,4,-1861.07535390108
1,0.5,43,0,4,-1606.48182060952
1,0.5,44,0,4,-1723.18669821207
1,0.5,45,0,4,-1705.90737852904
1,0.5,46,0,4,-1673.0878511255
1,0.5,47,0,4,-1700.51467688764
1,0.5,48,0,4,-1721.80190885297
1,0.5,49,0,4,-1605.29921576915
1,0.5,50,0,4,-1436.59712762346
1,0.5,51,0,4,-1570.71898999636
1,0.5,52,0,4,-1575.50426159666
1,0.5,53,0,4,-1772.52800434822
1,0.5,54,0,4,-1738.78066563908
1,0.5,55,0,4,-1944.79603858443
1,0.5,56,0,4,-1613.15120118761
1,0.5,57,0,4,-1390.13854729574
1,0.5,58,0,4,-1911.44562426546
1,0.5,59,0,4,-1590.66145892192
1,0.5,60,0,4,-2368.81130752814
1,0.5,61,0,4,-2084.65372409737
1,0.5,62,0,4,-1910.00788899289
1,0.5,63,0,4,-2253.45948688302
1,0.5,64,0,4,-1541.87834754129
1,0.5,65,0,4,-1523.01371316908
1,0.5,66,0,4,-1281.79633839446
1,0.5,67,0,4,-1538.01839603242
1,0.5,68,0,4,-1937.34974255097
1,0.5,69,0,4,-1256.62949187082
1,0.5,70,0,4,-1473.68482151923
1,0.5,71,0,4,-1630.68645927938
1,0.5,72,0,4,-1488.58105912169
1,0.5,73,0,4,-2091.19602699893
1,0.5,74,0,4,-1679.44435009149
1,0.5,75,0,4,-1676.75641932093
1,0.5,76,0,4,-2153.91220524133
1,0.5,77,0,4,-1467.27656922194
1,0.5,78,0,4,-1468.64916596597
1,0.5,79,0,4,-1531.19131482856
1,0.5,80,0,4,-1793.12491929223
1,0.5,81,0,4,-1755.19753507877
1,0.5,82,0,4,-1748.24123029515
1,0.5,83,0,4,-1793.45232375162
1,0.5,84,0,4,-1782.02309849827
1,0.5,85,0,4,-1584.01660513161
1,0.5,86,0,4,-1541.88629993531
1,0.5,87,0,4,-1527.64948745658
1,0.5,88,0,4,-1916.21023860706
1,0.5,89,0,4,-1710.50971087085
1,0.5,90,0,4,-1705.44089077634
1,0.5,91,0,4,-1365.84092856517
1,0.5,92,0,4,-1482.26542513152
1,0.5,93,0,4,-1600.9967766779
1,0.5,94,0,4,-1669.01941422858
1,0.5,95,0,4,-1805.11434638415
1,0.5,96,0,4,-1772.987695296
1,0.5,97,0,4,-1695.51812651812
1,0.5,98,0,4,-2019.95906550422
1,0.5,99,0,4,-1968.11976180307
1,0.5,100,0,4,-1745.70273894898
