"Alpha","NoiseScale","Threshold","TP","FN","FP","TN","TPR","FPR","TNR","FNR","OneMinusFPR"
1,0.5,1e-04,1000,0,1000,0,1,1,0,0,0
1,0.5,0.001,1000,0,995,5,1,0.995,0.005,0,0.005
1,0.5,0.01,997,3,942,58,0.997,0.942,0.058,0.003,0.0580000000000001
1,0.5,0.05,990,10,723,277,0.99,0.723,0.277,0.01,0.277
1,0.5,0.1,986,14,499,501,0.986,0.499,0.501,0.014,0.501
1,0.5,0.5,854,146,22,978,0.854,0.022,0.978,0.146,0.978
