"Alpha","Threshold","TP","FN","FP","TN","TPR","FPR","TNR","FNR","OneMinusFPR"
0.5,1e-04,356,644,238,762,0.356,0.238,0.762,0.644,0.762
0.5,0.001,352,648,235,765,0.352,0.235,0.765,0.648,0.765
0.5,0.01,331,669,213,787,0.331,0.213,0.787,0.669,0.787
0.5,0.05,278,722,144,856,0.278,0.144,0.856,0.722,0.856
0.5,0.1,211,789,82,918,0.211,0.082,0.918,0.789,0.918
0.5,0.5,5,995,0,1000,0.005,0,1,0.995,1
