"Alpha","NoiseScale","Threshold","TP","FN","FP","TN","TPR","FPR","TNR","FNR","OneMinusFPR"
0.5,1.5,1e-04,981,19,840,160,0.981,0.84,0.16,0.019,0.16
0.5,1.5,0.001,979,21,828,172,0.979,0.828,0.172,0.021,0.172
0.5,1.5,0.01,975,25,720,280,0.975,0.72,0.28,0.025,0.28
0.5,1.5,0.05,941,59,333,667,0.941,0.333,0.667,0.059,0.667
0.5,1.5,0.1,900,100,126,874,0.9,0.126,0.874,0.1,0.874
0.5,1.5,0.5,363,637,0,1000,0.363,0,1,0.637,1
