"Alpha","NoiseScale","Threshold","TP","FN","FP","TN","TPR","FPR","TNR","FNR","OneMinusFPR"
1,1.5,1e-04,980,20,719,281,0.98,0.719,0.281,0.02,0.281
1,1.5,0.001,979,21,704,296,0.979,0.704,0.296,0.021,0.296
1,1.5,0.01,971,29,610,390,0.971,0.61,0.39,0.029,0.39
1,1.5,0.05,936,64,301,699,0.936,0.301,0.699,0.064,0.699
1,1.5,0.1,892,108,113,887,0.892,0.113,0.887,0.108,0.887
1,1.5,0.5,376,624,0,1000,0.376,0,1,0.624,1
