"Alpha","Threshold","TP","FN","FP","TN","TPR","FPR","TNR","FNR","OneMinusFPR"
0.5,1e-04,1000,0,999,1,1,0.999,0.001,0,0.001
0.5,0.001,1000,0,995,5,1,0.995,0.005,0,0.005
0.5,0.01,995,5,915,85,0.995,0.915,0.085,0.005,0.085
0.5,0.05,974,26,632,368,0.974,0.632,0.368,0.026,0.368
0.5,0.1,953,47,391,609,0.953,0.391,0.609,0.047,0.609
0.5,0.5,628,372,4,996,0.628,0.004,0.996,0.372,0.996
