"Alpha","Iteration","BestLambda","FitCode","LogLik"
0.5,1,0,8,-2339.28213479465
0.5,2,0,8,-2805.52030408051
0.5,3,0,8,-3058.15602986394
0.5,4,0,8,-2584.6006524463
0.5,5,0,8,-2858.80991235515
0.5,6,0,8,-2794.29112742749
0.5,7,0,8,-2226.19374769216
0.5,8,0,8,-2176.89433529284
0.5,9,0,8,-2920.38840681027
0.5,10,0,8,-2458.2340895073
0.5,11,0,8,-2717.11344587925
0.5,12,0,8,-2796.11621215148
0.5,13,0,8,-2664.61703919303
0.5,14,0,8,-2700.84172748761
0.5,15,0,8,-2687.8079156845
0.5,16,0,8,-2572.72379398699
0.5,17,0,8,-2976.60060409898
0.5,18,0,8,-2994.29706663769
0.5,19,0,8,-2618.06671192739
0.5,20,0,8,-2629.12326505116
0.5,21,0,8,-2818.09886207413
0.5,22,0,8,-2559.48337500854
0.5,23,0,8,-2974.48819587001
0.5,24,0,8,-2822.30802719903
0.5,25,0,8,-2569.88621282743
0.5,26,0,8,-2833.77718772487
0.5,27,0,8,-2804.39094190483
0.5,28,0,8,-3261.79998044972
0.5,29,0,8,-2622.65716346473
0.5,30,0,8,-2723.65075364174
0.5,31,0,8,-2872.13125136635
0.5,32,0,8,-2531.71259657153
0.5,33,0,8,-2875.81639532997
0.5,34,0,8,-2813.61052945591
0.5,35,0,8,-2739.67660625718
0.5,36,0,8,-2566.80032808301
0.5,37,0,8,-2869.40027794065
0.5,38,0,8,-2810.81523571859
0.5,39,0,8,-2759.38029266305
0.5,40,0,8,-2640.12749009418
0.5,41,0,8,-2908.92425243666
0.5,42,0,8,-2980.54721703784
0.5,43,0,8,-2807.12509099021
0.5,44,0,8,-2753.90896620531
0.5,45,0,8,-2745.14946278489
0.5,46,0,8,-2824.17525631007
0.5,47,0,8,-2838.0826430408
0.5,48,0,8,-2831.53670944099
0.5,49,0,8,-2707.74767569433
0.5,50,0,8,-2484.44685119313
0.5,51,0,8,-2740.76984466319
0.5,52,0,8,-2773.06510034247
0.5,53,0,8,-2835.44288827836
0.5,54,0,8,-2851.55418320142
0.5,55,0,8,-2969.67095445403
0.5,56,0,8,-2638.7301737747
0.5,57,0,8,-2613.19595196461
0.5,58,0,8,-2967.86372659212
0.5,59,0,8,-2724.13782666276
0.5,60,0,8,-3212.46045671791
0.5,61,0,8,-2961.95175116265
0.5,62,0,8,-2883.52510494384
0.5,63,0,8,-3194.38874890304
0.5,64,0,8,-2758.83764634395
0.5,65,0,8,-2640.73394080156
0.5,66,0,8,-2418.88141866076
0.5,67,0,8,-2518.42677486998
0.5,68,0,8,-2930.23256292997
0.5,69,0,8,-2311.3691293676
0.5,70,0,8,-2493.04374337987
0.5,71,0,8,-2664.0046580137
0.5,72,0,8,-2658.60159400824
0.5,73,0,8,-3088.51525575594
0.5,74,0,8,-2642.11817403973
0.5,75,0,8,-2761.67466301073
0.5,76,0,8,-3183.98743382559
0.5,77,0,8,-2465.15415930246
0.5,78,0,8,-2438.34179035507
0.5,79,0,8,-2515.64828652546
0.5,80,0,8,-2843.82344425238
0.5,81,0,8,-2601.96654233831
0.5,82,0,8,-2745.03582998064
0.5,83,0,8,-2862.76847669635
0.5,84,0,8,-2883.65429219928
0.5,85,0,8,-2730.37071737623
0.5,86,0,8,-2611.60922555379
0.5,87,0,8,-2633.06076692579
0.5,88,0,8,-2900.69883999275
0.5,89,0,8,-2768.13630610103
0.5,90,0,8,-2649.72231360173
0.5,91,0,8,-2525.60156833373
0.5,92,0,8,-2687.88450191374
0.5,93,0,8,-2585.61992208773
0.5,94,0,8,-2875.29381170463
0.5,95,0,8,-2776.18923869176
0.5,96,0,8,-2813.39418073287
0.5,97,0,8,-2798.72971409527
0.5,98,0,8,-3052.89045165862
0.5,99,0,8,-2902.04070098234
0.5,100,0,8,-2911.06640749357
