"Alpha","Threshold","TP","FN","FP","TN","TPR","FPR","TNR","FNR","OneMinusFPR"
1,1e-04,1000,0,998,2,1,0.998,0.002,0,0.002
1,0.001,1000,0,992,8,1,0.992,0.008,0,0.00800000000000001
1,0.01,998,2,931,69,0.998,0.931,0.069,0.002,0.069
1,0.05,982,18,674,326,0.982,0.674,0.326,0.018,0.326
1,0.1,962,38,404,596,0.962,0.404,0.596,0.038,0.596
1,0.5,664,336,0,1000,0.664,0,1,0.336,1
