"Alpha","Iteration","BestLambda","FitCode","LogLik"
1,1,0.0292401773821287,4,-214.773463783073
1,2,0.0113496726515367,8,-249.246426141329
1,3,0.0113496726515367,8,-221.109884158165
1,4,0.0113496726515367,4,-227.028783757263
1,5,0.0292401773821287,4,-246.411392502489
1,6,0.00440541340134864,4,-211.133202089611
1,7,0.0113496726515367,8,-229.654724913288
1,8,0.0292401773821287,4,-214.328812140481
1,9,0.00440541340134864,8,-221.440266238927
1,10,0.0113496726515367,8,-203.680694902042
1,11,0.0292401773821287,4,-212.619643541916
1,12,0.0292401773821287,4,-243.209842593033
1,13,0.0113496726515367,4,-236.697411245324
1,14,0.0292401773821287,8,-203.656715235714
1,15,0.00440541340134864,4,-204.545610355576
1,16,0.0113496726515367,8,-211.113470363168
1,17,0.0292401773821287,8,-257.331889440563
1,18,0.00440541340134864,8,-235.666739029545
1,19,0.0292401773821287,4,-224.281194065974
1,20,1e-04,4,-167.890957645507
1,21,0.0292401773821287,8,-226.177611479392
1,22,1e-04,8,-209.292003033156
1,23,0.0113496726515367,8,-196.336903017112
1,24,0.0113496726515367,4,-230.068068245819
1,25,0.0113496726515367,4,-217.945854168542
1,26,0.0113496726515367,4,-220.28188705264
1,27,0.0113496726515367,4,-203.155856532739
1,28,0.0292401773821287,8,-250.777732315412
1,29,1e-04,8,-220.129423124883
1,30,0.0113496726515367,4,-263.279456488426
1,31,0.0292401773821287,4,-237.334507481796
1,32,0.0292401773821287,8,-212.848474181565
1,33,0.0113496726515367,8,-204.481710743629
1,34,0.000663732883120058,8,-197.516301859925
1,35,1e-04,8,-222.518311540808
1,36,0.0113496726515367,8,-198.187808062653
1,37,0.00440541340134864,8,-252.633432754556
1,38,0.0292401773821287,4,-208.542600499123
1,39,0.00440541340134864,4,-185.565492192518
1,40,0.0292401773821287,4,-237.700801124142
1,41,0.0113496726515367,8,-232.669936144635
1,42,0.0292401773821287,4,-226.393850300284
1,43,0.0292401773821287,4,-219.104471263891
1,44,0.0113496726515367,4,-204.921588014472
1,45,0.0292401773821287,8,-235.333927480164
1,46,0.0292401773821287,4,-249.096652287257
1,47,0.0292401773821287,4,-222.127019531228
1,48,0.00440541340134864,8,-163.26171410957
1,49,0.0113496726515367,4,-245.801151309911
1,50,0.00440541340134864,4,-205.345429404276
1,51,0.0292401773821287,4,-233.379304536068
1,52,1e-04,8,-226.351206418516
1,53,0.0113496726515367,8,-205.379995368289
1,54,0.0292401773821287,4,-254.497686751539
1,55,0.00440541340134864,8,-223.425660425644
1,56,1e-04,8,-187.679112124845
1,57,0.00440541340134864,8,-194.418560288241
1,58,0.0113496726515367,8,-206.324889680046
1,59,0.0113496726515367,8,-199.010464449545
1,60,0.0292401773821287,4,-265.328052728362
1,61,0.0292401773821287,4,-244.99081569399
1,62,0.0292401773821287,8,-236.018624494416
1,63,0.0292401773821287,8,-227.77870813202
1,64,0.0292401773821287,4,-237.451563709155
1,65,0.000663732883120058,8,-205.472572317121
1,66,0.0292401773821287,4,-219.282863034443
1,67,0.0292401773821287,4,-253.955279810635
1,68,0.0292401773821287,8,-246.000450419999
1,69,0.0113496726515367,8,-222.543772659816
1,70,0.0292401773821287,4,-234.517178032798
1,71,0.0113496726515367,4,-242.086322257456
1,72,0.00440541340134864,4,-218.774116136382
1,73,0.0113496726515367,4,-211.32057620369
1,74,0.0292401773821287,4,-221.082725755983
1,75,0.00440541340134864,4,-221.072905603873
1,76,0.00440541340134864,8,-181.9225958634
1,77,0.0292401773821287,4,-258.665221234558
1,78,0.0292401773821287,4,-261.837307662942
1,79,0.000663732883120058,8,-201.602360326864
1,80,0.0017099759466767,8,-231.143800758393
1,81,0.0292401773821287,8,-229.196903622167
1,82,0.0113496726515367,8,-225.085209607931
1,83,0.00440541340134864,8,-197.581481055171
1,84,0.0292401773821287,4,-253.404643755862
1,85,0.00440541340134864,8,-220.096857934872
1,86,0.0113496726515367,4,-238.572640725551
1,87,0.000257630138594082,4,-233.491934796998
1,88,0.0753315095147334,8,-261.451619345823
1,89,0.0292401773821287,4,-264.473217582522
1,90,0.0113496726515367,8,-228.251965519765
1,91,0.0292401773821287,8,-273.961524871318
1,92,0.0292401773821287,8,-249.020777244159
1,93,0.000257630138594082,8,-213.292642397755
1,94,0.0292401773821287,8,-239.658450309133
1,95,0.0113496726515367,8,-258.700260523809
1,96,0.0292401773821287,4,-229.584945843883
1,97,0.00440541340134864,8,-197.121019950863
1,98,0.0292401773821287,4,-226.272322671522
1,99,0.0292401773821287,4,-227.695250196451
1,100,0.0292401773821287,4,-227.313816297622
