"Alpha","NoiseScale","Threshold","TP","FN","FP","TN","TPR","FPR","TNR","FNR","OneMinusFPR"
0.5,1.5,1e-04,929,71,681,319,0.929,0.681,0.319,0.071,0.319
0.5,1.5,0.001,927,73,670,330,0.927,0.67,0.33,0.073,0.33
0.5,1.5,0.01,918,82,613,387,0.918,0.613,0.387,0.082,0.387
0.5,1.5,0.05,876,124,412,588,0.876,0.412,0.588,0.124,0.588
0.5,1.5,0.1,810,190,239,761,0.81,0.239,0.761,0.19,0.761
0.5,1.5,0.5,275,725,0,1000,0.275,0,1,0.725,1
