"Alpha","NoiseScale","Threshold","TP","FN","FP","TN","TPR","FPR","TNR","FNR","OneMinusFPR"
1,1.5,1e-04,914,86,589,411,0.914,0.589,0.411,0.086,0.411
1,1.5,0.001,912,88,585,415,0.912,0.585,0.415,0.088,0.415
1,1.5,0.01,903,97,538,462,0.903,0.538,0.462,0.097,0.462
1,1.5,0.05,862,138,355,645,0.862,0.355,0.645,0.138,0.645
1,1.5,0.1,807,193,207,793,0.807,0.207,0.793,0.193,0.793
1,1.5,0.5,317,683,2,998,0.317,0.002,0.998,0.683,0.998
