"Alpha","NoiseScale","Threshold","TP","FN","FP","TN","TPR","FPR","TNR","FNR","OneMinusFPR"
1,1.5,1e-04,1000,0,1000,0,1,1,0,0,0
1,1.5,0.001,999,1,993,7,0.999,0.993,0.007,0.001,0.00700000000000001
1,1.5,0.01,990,10,925,75,0.99,0.925,0.075,0.01,0.075
1,1.5,0.05,959,41,633,367,0.959,0.633,0.367,0.041,0.367
1,1.5,0.1,913,87,354,646,0.913,0.354,0.646,0.087,0.646
1,1.5,0.5,404,596,1,999,0.404,0.001,0.999,0.596,0.999
