"Alpha","NoiseScale","Threshold","TP","FN","FP","TN","TPR","FPR","TNR","FNR","OneMinusFPR"
1,6,1e-04,1000,0,998,2,1,0.998,0.002,0,0.002
1,6,0.001,992,8,993,7,0.992,0.993,0.007,0.008,0.00700000000000001
1,6,0.01,950,50,890,110,0.95,0.89,0.11,0.05,0.11
1,6,0.05,765,235,480,520,0.765,0.48,0.52,0.235,0.52
1,6,0.1,541,459,192,808,0.541,0.192,0.808,0.459,0.808
1,6,0.5,0,1000,0,1000,0,0,1,1,1
