"Alpha","NoiseScale","Iteration","BestLambda","FitCode","LogLik"
1,6,1,0,4,-6209.50158524053
1,6,2,0,4,-6309.93253510565
1,6,3,0,4,-6338.2549177711
1,6,4,0,4,-6234.77994876985
1,6,5,0,4,-6355.04902428019
1,6,6,0,4,-6285.49136637603
1,6,7,0,4,-6234.31068405559
1,6,8,0,4,-6255.4552216947
1,6,9,0,4,-6335.90081633137
1,6,10,0,4,-6266.37285001143
1,6,11,0,4,-6334.98638620511
1,6,12,0,4,-6302.03746928577
1,6,13,0,4,-6308.25555758261
1,6,14,0,4,-6281.81601090823
1,6,15,0,4,-6312.19835775394
1,6,16,0,4,-6266.84193075841
1,6,17,0,4,-6316.59695285644
1,6,18,0,4,-6327.29380104865
1,6,19,0,4,-6319.73528234122
1,6,20,0,4,-6289.68409047812
1,6,21,0,4,-6302.97056745875
1,6,22,0,4,-6326.61568372355
1,6,23,0,4,-6335.44798928302
1,6,24,0,4,-6309.16312131585
1,6,25,0,4,-6296.77846296763
1,6,26,0,4,-6302.99952838341
1,6,27,0,4,-6284.13297779163
1,6,28,0,4,-6343.69456186657
1,6,29,0,4,-6281.95269146607
1,6,30,0,4,-6265.25226780309
1,6,31,0,4,-6308.67060080802
1,6,32,0,4,-6274.41866970134
1,6,33,0,4,-6337.49321999166
1,6,34,0,4,-6323.88405524284
1,6,35,0,4,-6307.02659242608
1,6,36,0,4,-6297.9739311349
1,6,37,0,4,-6295.10035590374
1,6,38,0,4,-6286.43017826141
1,6,39,0,4,-6319.87479376464
1,6,40,0,4,-6292.43174431497
1,6,41,0,4,-6344.02265535481
1,6,42,0,4,-6332.58225816799
1,6,43,0,4,-6320.7250892788
1,6,44,0,4,-6323.7267932275
1,6,45,0,4,-6319.04775919107
1,6,46,0,4,-6306.29838500025
1,6,47,0,4,-6323.73812382224
1,6,48,0,4,-6333.60655441581
1,6,49,0,4,-6284.71785122559
1,6,50,0,4,-6305.3389403002
1,6,51,0,4,-6332.37157080214
1,6,52,0,4,-6322.07609168771
1,6,53,0,4,-6310.0285633123
1,6,54,0,4,-6313.9332630392
1,6,55,0,4,-6346.26079885942
1,6,56,0,4,-6307.11955036093
1,6,57,0,4,-6321.43262250423
1,6,58,0,4,-6342.1613243809
1,6,59,0,4,-6308.15454993645
1,6,60,0,4,-6342.16919351572
1,6,61,0,4,-6309.69436763661
1,6,62,0,4,-6333.64070647185
1,6,63,0,4,-6361.63625241156
1,6,64,0,4,-6305.05288369946
1,6,65,0,4,-6290.61913050895
1,6,66,0,4,-6256.78681399696
1,6,67,0,4,-6281.66796100905
1,6,68,0,4,-6347.72513102376
1,6,69,0,4,-6257.94212699899
1,6,70,0,4,-6266.50287247182
1,6,71,0,4,-6340.11075779943
1,6,72,0,4,-6338.72220984942
1,6,73,0,4,-6336.14670666018
1,6,74,0,4,-6288.82942198003
1,6,75,0,4,-6307.86202869311
1,6,76,0,4,-6363.57669084921
1,6,77,0,4,-6247.3254245803
1,6,78,0,4,-6255.98149481751
1,6,79,0,4,-6293.42719014699
1,6,80,0,4,-6307.10249193055
1,6,81,0,4,-6296.29794337834
1,6,82,0,4,-6301.58276465306
1,6,83,0,4,-6310.41551152599
1,6,84,0,4,-6326.39378219183
1,6,85,0,4,-6305.66119057949
1,6,86,0,4,-6291.04018515105
1,6,87,0,4,-6319.81290887999
1,6,88,0,4,-6336.78381421896
1,6,89,0,4,-6316.79799363083
1,6,90,0,4,-6306.6013321509
1,6,91,0,4,-6303.63621765867
1,6,92,0,4,-6296.01681755902
1,6,93,0,4,-6283.95927236056
1,6,94,0,4,-6354.82009195618
1,6,95,0,4,-6293.73233599669
1,6,96,0,4,-6316.52402659726
1,6,97,0,4,-6303.54101479119
1,6,98,0,4,-6334.43695774338
1,6,99,0,4,-6330.8633753936
1,6,100,0,4,-6333.05165911081
