"Alpha","Threshold","TP","FN","FP","TN","TPR","FPR","TNR","FNR","OneMinusFPR"
0.5,1e-04,998,2,945,55,0.998,0.945,0.055,0.002,0.055
0.5,0.001,994,6,894,106,0.994,0.894,0.106,0.006,0.106
0.5,0.01,989,11,767,233,0.989,0.767,0.233,0.011,0.233
0.5,0.05,972,28,429,571,0.972,0.429,0.571,0.028,0.571
0.5,0.1,953,47,189,811,0.953,0.189,0.811,0.047,0.811
0.5,0.5,599,401,0,1000,0.599,0,1,0.401,1
