"Alpha","Threshold","TrueStatus","Predicted","Count"
0.5,0,"Induced","Detected",1000
0.5,0,"Induced","Not Detected",0
0.5,0,"Not Induced","Detected",1000
0.5,0,"Not Induced","Not Detected",0
