"Alpha","Iteration","BestLambda"
1,1,0.0113496726515367
1,2,0.0017099759466767
1,3,0.0017099759466767
1,4,0.000663732883120058
1,5,0.000663732883120058
1,6,0.0017099759466767
1,7,0.00440541340134864
1,8,0.0113496726515367
1,9,0.00440541340134864
1,10,0.00440541340134864
1,11,1e-04
1,12,0.0017099759466767
1,13,0.00440541340134864
1,14,0.00440541340134864
1,15,0.00440541340134864
1,16,0.000663732883120058
1,17,0.0017099759466767
1,18,0.0113496726515367
1,19,0.00440541340134864
1,20,0.00440541340134864
1,21,0.0017099759466767
1,22,0.0017099759466767
1,23,0.00440541340134864
1,24,0.0017099759466767
1,25,0.000663732883120058
1,26,0.00440541340134864
1,27,0.00440541340134864
1,28,1e-04
1,29,0.00440541340134864
1,30,0.000663732883120058
1,31,0.00440541340134864
1,32,0.000663732883120058
1,33,0.000257630138594082
1,34,0.0017099759466767
1,35,0.00440541340134864
1,36,0.00440541340134864
1,37,1e-04
1,38,0.00440541340134864
1,39,0.00440541340134864
1,40,0.0017099759466767
1,41,0.000663732883120058
1,42,0.000663732883120058
1,43,0.00440541340134864
1,44,0.000663732883120058
1,45,0.0017099759466767
1,46,0.00440541340134864
1,47,1e-04
1,48,0.0017099759466767
1,49,0.00440541340134864
1,50,1e-04
1,51,0.0017099759466767
1,52,0.00440541340134864
1,53,0.0017099759466767
1,54,0.00440541340134864
1,55,0.00440541340134864
1,56,0.0017099759466767
1,57,0.000663732883120058
1,58,0.0017099759466767
1,59,0.0017099759466767
1,60,0.000257630138594082
1,61,0.0017099759466767
1,62,1e-04
1,63,0.000257630138594082
1,64,0.00440541340134864
1,65,0.00440541340134864
1,66,0.00440541340134864
1,67,0.00440541340134864
1,68,0.00440541340134864
1,69,0.000257630138594082
1,70,0.00440541340134864
1,71,0.00440541340134864
1,72,0.000663732883120058
1,73,0.0113496726515367
1,74,1e-04
1,75,0.00440541340134864
1,76,0.0017099759466767
1,77,0.000663732883120058
1,78,1e-04
1,79,0.00440541340134864
1,80,0.0017099759466767
1,81,0.00440541340134864
1,82,0.000663732883120058
1,83,0.000257630138594082
1,84,0.000257630138594082
1,85,0.0017099759466767
1,86,0.000257630138594082
1,87,0.000663732883120058
1,88,0.0017099759466767
1,89,0.0017099759466767
1,90,0.000663732883120058
1,91,0.0017099759466767
1,92,0.000257630138594082
1,93,0.0017099759466767
1,94,0.00440541340134864
1,95,0.0017099759466767
1,96,0.000663732883120058
1,97,0.000663732883120058
1,98,0.000663732883120058
1,99,0.0017099759466767
1,100,0.00440541340134864
