"Alpha","NoiseScale","Threshold","TP","FN","FP","TN","TPR","FPR","TNR","FNR","OneMinusFPR"
1,4,1e-04,1000,0,999,1,1,0.999,0.001,0,0.001
1,4,0.001,996,4,984,16,0.996,0.984,0.016,0.004,0.016
1,4,0.01,974,26,890,110,0.974,0.89,0.11,0.026,0.11
1,4,0.05,857,143,480,520,0.857,0.48,0.52,0.143,0.52
1,4,0.1,707,293,184,816,0.707,0.184,0.816,0.293,0.816
1,4,0.5,2,998,0,1000,0.002,0,1,0.998,1
