"Alpha","Iteration","BestLambda"
1,1,0.000663732883120058
1,2,0.0753315095147334
1,3,0.0753315095147334
1,4,0.0292401773821287
1,5,0.0113496726515367
1,6,0.0753315095147334
1,7,0.0753315095147334
1,8,0.0292401773821287
1,9,1e-04
1,10,0.0292401773821287
