"Alpha","Iteration","b1","b2","b3","b4","b5","b6","b7","b8","b9","b10","b11","b12","b13","b14"
1,1,-0.704324344737933,-0.273213700976797,0.571635165085897,0.836690600666116,0.732764115937508,1.3771343496664,-1.09251383783327,-0.188772377870456,NA,NA,1.08317798237766,1.23155273967128,-0.659074228145687,NA
1,2,-0.633556913975072,-0.646399966389192,0.123903114248159,0.505266845311434,1.59554239649002,1.46216614918716,-0.777319768562231,-0.117619234538869,0.0973381754358154,0.900595067365145,NA,NA,NA,-0.620535854527823
1,3,-0.663993197535978,-1.33847487758454,1.03333571754595,0.768131831315208,1.0590582449962,1.6098531395563,-0.662362331510188,-0.099018226767165,NA,-1.26573245528576,-0.0593580764187601,NA,1.06893102362022,NA
1,4,-0.49364304627432,-0.29947102969352,0.223166408000609,0.230740800001757,1.77025760669666,1.71887140023479,-0.641711491618578,0.164473262479529,-0.0579610176786194,0.195578407541709,-0.58191089830184,NA,NA,NA
1,5,-1.58325966027249,-1.65113966970547,0.631780351667779,0.865476267522117,1.67158811647877,1.56541411766966,-0.972774676786239,0.031421893239572,1.54545077494382,NA,NA,-1.33197599818533,NA,-0.83827452354112
1,6,-0.46732315889469,-0.44205988952613,0.577653629819258,0.526449933493374,1.47240332427195,1.15203489940529,-1.37576483058067,0.0567380595351021,NA,-0.286114424639037,-0.522615747123963,NA,NA,-1.2612360527551
1,7,0.508432718777495,0.417532319720352,-0.0226233223319021,0.0173652213018675,0.357132061417153,0.637264438127945,-0.45141428829055,0.101914186172223,-0.336693729790443,0.331175047528674,-0.70814324920591,NA,NA,NA
1,8,-1.30829795831407,-0.99922815232377,0.913894057445451,0.560098088823049,0.634848364823404,0.900020724850875,-1.30177915239171,0.206532012633066,-0.351084079948716,0.188931126109589,1.35691632074954,NA,NA,NA
1,9,0.210355014834621,0.0664315931194769,-0.243742717295313,0.297562740126612,1.16739310784896,1.61663315947148,-0.39657985749688,-0.206884090501682,0.660829127088668,NA,-1.02217356697256,NA,0.643217559932465,NA
1,10,-0.873631400271257,-0.572669032126095,0.529198969650753,0.744652609205157,1.72267098984434,1.95294531095772,-0.557045870197754,-0.171994009367337,-0.772041441456336,0.485575989353558,NA,0.415719331469134,NA,NA
