"Alpha","Iteration","ASC2_male","ASC3_age","cost_income","prot25_child","prot50_child","invasive_child"
0.5,1,0,0,0,0.5,0.5,1.1
0.5,2,-1,0,-1.1,0,0,-0.5
0.5,3,0,0.5,0,-0.5,-1.2,0
0.5,4,0,0.5,0,0.6,0,1
0.5,5,1.2,0,0,0.9,-1.1,0
0.5,6,0,-0.8,0,-0.7,0,1.1
0.5,7,0.6,0,0,0,-0.5,0.8
0.5,8,0.7,0.6,1.1,0,0,0
0.5,9,0,-0.9,-1,0,-1,0
0.5,10,-0.4,0,-1.1,0,0.6,0
