"Alpha","Iteration","BestLambda"
0.5,1,0.0017099759466767
0.5,2,0.0753315095147334
0.5,3,0.0113496726515367
0.5,4,0.0292401773821287
0.5,5,0.0113496726515367
0.5,6,0.194076672367821
0.5,7,0.0753315095147334
0.5,8,0.0753315095147334
0.5,9,0.00440541340134864
0.5,10,0.0292401773821287
