"Alpha","Threshold","TP","FN","FP","TN","TPR","FPR","TNR","FNR","OneMinusFPR"
0.5,1e-04,684,316,439,561,0.684,0.439,0.561,0.316,0.561
0.5,0.001,675,325,419,581,0.675,0.419,0.581,0.325,0.581
0.5,0.01,636,364,343,657,0.636,0.343,0.657,0.364,0.657
0.5,0.05,480,520,124,876,0.48,0.124,0.876,0.52,0.876
0.5,0.1,280,720,39,961,0.28,0.039,0.961,0.72,0.961
0.5,0.5,0,1000,0,1000,0,0,1,1,1
