"Alpha","Threshold","TP","FN","FP","TN","TPR","FPR","TNR","FNR","OneMinusFPR"
0.5,1e-04,999,1,926,74,0.999,0.926,0.074,0.001,0.074
0.5,0.001,999,1,916,84,0.999,0.916,0.084,0.001,0.084
0.5,0.01,997,3,841,159,0.997,0.841,0.159,0.003,0.159
0.5,0.05,992,8,591,409,0.992,0.591,0.409,0.008,0.409
0.5,0.1,984,16,361,639,0.984,0.361,0.639,0.016,0.639
0.5,0.5,843,157,4,996,0.843,0.004,0.996,0.157,0.996
