"Alpha","Threshold","TP","FN","FP","TN","TPR","FPR","TNR","FNR","OneMinusFPR"
1,1e-04,996,4,835,165,0.996,0.835,0.165,0.004,0.165
1,0.001,996,4,827,173,0.996,0.827,0.173,0.004,0.173
1,0.01,992,8,755,245,0.992,0.755,0.245,0.008,0.245
1,0.05,989,11,517,483,0.989,0.517,0.483,0.011,0.483
1,0.1,983,17,290,710,0.983,0.29,0.71,0.017,0.71
1,0.5,859,141,5,995,0.859,0.005,0.995,0.141,0.995
