"Alpha","NoiseScale","Iteration","BestLambda","FitCode","LogLik"
1,1.5,1,0,4,-245.81503309184
1,1.5,2,0,4,-249.997207270253
1,1.5,3,0,4,-267.454271965127
1,1.5,4,0,4,-252.73653134897
1,1.5,5,0,4,-260.812343000162
1,1.5,6,0,4,-262.238163791389
1,1.5,7,0,4,-211.544421875948
1,1.5,8,0,4,-224.321634323532
1,1.5,9,0,4,-274.103344426853
1,1.5,10,0,4,-238.712770097672
1,1.5,11,0,4,-236.718453545839
1,1.5,12,0,4,-252.408963996756
1,1.5,13,0,4,-253.7821545959
1,1.5,14,0,4,-244.353210731335
1,1.5,15,0,4,-253.324724453413
1,1.5,16,0,4,-246.404334424619
1,1.5,17,0,4,-266.400546759445
1,1.5,18,0,4,-263.206542587774
1,1.5,19,0,4,-265.088127663451
1,1.5,20,0,4,-267.199409718139
1,1.5,21,0,4,-263.300163538191
1,1.5,22,0,4,-240.590829087025
1,1.5,23,0,4,-278.380330886945
1,1.5,24,0,4,-254.703010760264
1,1.5,25,0,4,-242.045521316924
1,1.5,26,0,4,-259.15324733966
1,1.5,27,0,4,-257.572190850914
1,1.5,28,0,4,-290.294860913453
1,1.5,29,0,4,-237.214135621532
1,1.5,30,0,4,-254.831754372128
1,1.5,31,0,4,-249.311014038331
1,1.5,32,0,4,-254.737930689296
1,1.5,33,0,4,-258.610992103395
1,1.5,34,0,4,-267.784535490781
1,1.5,35,0,4,-240.889658506018
1,1.5,36,0,4,-243.998690147668
1,1.5,37,0,4,-281.738322037597
1,1.5,38,0,4,-254.982512334294
1,1.5,39,0,4,-249.165081224442
1,1.5,40,0,4,-255.013972554829
1,1.5,41,0,4,-272.829530801096
1,1.5,42,0,4,-270.770776271185
1,1.5,43,0,4,-260.460832808793
1,1.5,44,0,4,-270.946415274648
1,1.5,45,0,4,-269.261381472662
1,1.5,46,0,4,-247.580502992427
1,1.5,47,0,4,-244.149767960599
1,1.5,48,0,4,-252.636042217188
1,1.5,49,0,4,-247.106449443211
1,1.5,50,0,4,-241.733669107806
1,1.5,51,0,4,-248.662282102766
1,1.5,52,0,4,-248.625879071985
1,1.5,53,0,4,-271.948450897764
1,1.5,54,0,4,-270.985828383823
1,1.5,55,0,4,-268.481292048825
1,1.5,56,0,4,-263.180587034995
1,1.5,57,0,4,-265.973308683984
1,1.5,58,0,4,-268.749774816156
1,1.5,59,0,4,-260.399496985661
1,1.5,60,0,4,-263.168214476463
1,1.5,61,0,4,-249.721979146627
1,1.5,62,0,4,-262.723243682859
1,1.5,63,0,4,-275.563302015264
1,1.5,64,0,4,-274.249614318623
1,1.5,65,0,4,-248.677421953445
1,1.5,66,0,4,-261.972338482436
1,1.5,67,0,4,-256.427626420322
1,1.5,68,0,4,-277.592613132877
1,1.5,69,0,4,-241.761002198081
1,1.5,70,0,4,-244.704616925151
1,1.5,71,0,4,-265.451661778913
1,1.5,72,0,4,-264.029565037662
1,1.5,73,0,4,-280.742225738485
1,1.5,74,0,4,-258.197373790011
1,1.5,75,0,4,-249.04982534637
1,1.5,76,0,4,-303.524479247978
1,1.5,77,0,4,-262.286854460634
1,1.5,78,0,4,-240.517048445893
1,1.5,79,0,4,-249.682510226621
1,1.5,80,0,4,-278.066738350101
1,1.5,81,0,4,-242.829430856224
1,1.5,82,0,4,-270.3005209657
1,1.5,83,0,4,-242.942582368185
1,1.5,84,0,4,-266.922837661012
1,1.5,85,0,4,-244.285973730614
1,1.5,86,0,4,-237.418830481076
1,1.5,87,0,4,-266.286431287097
1,1.5,88,0,4,-264.902896529837
1,1.5,89,0,4,-264.463922725008
1,1.5,90,0,4,-229.907239308921
1,1.5,91,0,4,-251.094412618797
1,1.5,92,0,4,-236.006131986956
1,1.5,93,0,4,-253.051673311394
1,1.5,94,0,4,-277.145786351054
1,1.5,95,0,4,-265.260214781916
1,1.5,96,0,4,-263.995096456903
1,1.5,97,0,4,-272.375713629158
1,1.5,98,0,4,-256.568459203051
1,1.5,99,0,4,-254.449703779824
1,1.5,100,0,4,-258.903269580124
