"Alpha","NoiseScale","Threshold","TP","FN","FP","TN","TPR","FPR","TNR","FNR","OneMinusFPR"
1,1.5,1e-04,1000,0,1000,0,1,1,0,0,0
1,1.5,0.001,1000,0,1000,0,1,1,0,0,0
1,1.5,0.01,992,8,976,24,0.992,0.976,0.024,0.008,0.024
1,1.5,0.05,952,48,892,108,0.952,0.892,0.108,0.048,0.108
1,1.5,0.1,891,109,782,218,0.891,0.782,0.218,0.109,0.218
1,1.5,0.5,489,511,239,761,0.489,0.239,0.761,0.511,0.761
