"Alpha","Iteration","BestLambda","FitCode","LogLik"
1,1,0,8,-196.133287796652
1,2,0,8,-243.242260870114
1,3,0,8,-214.144725090926
1,4,0,8,-220.525603247598
1,5,0,8,-215.910344510163
1,6,0,4,-208.424751222658
1,7,0,4,-221.255401511828
1,8,0,8,-192.751995216815
1,9,0,8,-218.627438179814
1,10,0,8,-192.808147266946
1,11,0,4,-180.976570072341
1,12,0,4,-217.546364735329
1,13,0,8,-229.471421794547
1,14,0,8,-186.902149681514
1,15,0,4,-195.400199067599
1,16,0,8,-203.572682768099
1,17,0,8,-238.525605198226
1,18,0,8,-232.8857361254
1,19,0,8,-203.061049189522
1,20,0,4,-167.874552597777
1,21,0,8,-208.561021795411
1,22,0,8,-209.214367841784
1,23,0,8,-189.025970820985
1,24,0,8,-222.01516829824
1,25,0,8,-208.754227678018
1,26,0,4,-212.542457427435
1,27,0,4,-194.402532931267
1,28,0,8,-229.476824153928
1,29,0,8,-220.027563843922
1,30,0,4,-256.945243621765
1,31,0,8,-205.960185250063
1,32,0,8,-192.815119875295
1,33,0,8,-191.537701146003
1,34,0,8,-196.867339217731
1,35,0,8,-222.441726446687
1,36,0,4,-189.927361542599
1,37,0,8,-249.267182222774
1,38,0,8,-188.261181053363
1,39,0,4,-182.89755250071
1,40,0,8,-220.344143223591
1,41,0,8,-224.62603535242
1,42,0,4,-205.698069780136
1,43,0,8,-187.895553516655
1,44,0,4,-193.666706193484
1,45,0,4,-217.173172179307
1,46,0,8,-226.327556987863
1,47,0,4,-188.465422153873
1,48,0,8,-158.54003236803
1,49,0,4,-238.29986057217
1,50,0,8,-202.281325009733
1,51,0,8,-205.16140386003
1,52,0,8,-226.286500454971
1,53,0,8,-195.843817190425
1,54,0,8,-237.86120501759
1,55,0,8,-220.75150070706
1,56,0,8,-187.577594374032
1,57,0,8,-191.630338573683
1,58,0,8,-198.58450134398
1,59,0,8,-190.230039613207
1,60,0,4,-243.231502104118
1,61,0,8,-218.258552085648
1,62,0,8,-217.843362757525
1,63,0,4,-204.928994082718
1,64,0,8,-216.280657916776
1,65,0,8,-204.875845601564
1,66,0,4,-196.128472574092
1,67,0,8,-232.708545467862
1,68,0,8,-229.252384446114
1,69,0,8,-213.872969844348
1,70,0,8,-216.042343678547
1,71,0,4,-233.42969793092
1,72,0,8,-215.711038810328
1,73,0,8,-201.877219367714
1,74,0,8,-199.610909975875
1,75,0,8,-218.470038668556
1,76,0,8,-178.604581829734
1,77,0,8,-242.381348873009
1,78,0,4,-236.368222479987
1,79,0,8,-200.977310110883
1,80,0,8,-229.620843118616
1,81,0,8,-213.111178161375
1,82,0,8,-213.946506899561
1,83,0,8,-193.065771583763
1,84,0,4,-230.170262984609
1,85,0,8,-215.892676664999
1,86,0,4,-230.513195483303
1,87,0,4,-233.325345004386
1,88,0,8,-206.885757489059
1,89,0,8,-251.579348750812
1,90,0,8,-221.25762263633
1,91,0,8,-261.088808719994
1,92,0,8,-227.022606367975
1,93,0,8,-213.085709910254
1,94,0,8,-225.106023410275
1,95,0,4,-250.802150755753
1,96,0,8,-203.932528127043
1,97,0,8,-194.516979093252
1,98,0,4,-203.316370838867
1,99,0,8,-203.910266279356
1,100,0,8,-207.59789233744
