"Alpha","Iteration","BestLambda","FitCode","LogLik"
0.5,1,0,4,-200.843253887167
0.5,2,0,8,-213.423126875899
0.5,3,0,8,-234.539499867655
0.5,4,0,8,-207.652355844783
0.5,5,0,8,-226.050357761723
0.5,6,0,8,-213.992308296154
0.5,7,0,4,-154.088515109547
0.5,8,0,8,-165.318453471387
0.5,9,0,8,-230.966866612412
0.5,10,0,8,-174.822393333163
0.5,11,0,8,-196.315402611618
0.5,12,0,8,-211.340867478085
0.5,13,0,8,-213.683506699285
0.5,14,0,8,-202.482139604974
0.5,15,0,8,-219.339447250967
0.5,16,0,8,-189.771866534065
0.5,17,0,8,-226.163683097372
0.5,18,0,8,-224.921502974711
0.5,19,0,8,-218.746856509309
0.5,20,0,8,-206.477405609897
0.5,21,0,8,-218.796510267075
0.5,22,0,4,-201.344740382467
0.5,23,0,8,-245.391849108201
0.5,24,0,8,-229.338820924115
0.5,25,0,8,-199.922202208863
0.5,26,0,8,-219.366766929463
0.5,27,0,8,-212.913043943885
0.5,28,0,4,-271.249931231271
0.5,29,0,4,-202.454390855908
0.5,30,0,8,-214.560282610243
0.5,31,0,4,-207.494169239171
0.5,32,0,4,-216.846956567496
0.5,33,0,8,-215.525596614975
0.5,34,0,8,-238.163814810986
0.5,35,0,8,-203.214148909246
0.5,36,0,4,-207.979440464492
0.5,37,0,8,-246.483750952389
0.5,38,0,8,-215.938865258907
0.5,39,0,8,-200.880578773429
0.5,40,0,8,-206.0151605148
0.5,41,0,8,-216.924549936097
0.5,42,0,8,-243.78223147374
0.5,43,0,8,-216.065319945683
0.5,44,0,8,-223.853149869729
0.5,45,0,8,-235.808567069159
0.5,46,0,4,-214.2427305301
0.5,47,0,8,-202.273449467394
0.5,48,0,8,-216.551752496475
0.5,49,0,8,-214.553963403991
0.5,50,0,8,-193.585762151454
0.5,51,0,8,-209.587030530131
0.5,52,0,8,-212.422644191627
0.5,53,0,8,-220.783978087457
0.5,54,0,8,-225.852497812832
0.5,55,0,4,-237.201026209357
0.5,56,0,4,-194.691969663134
0.5,57,0,8,-208.872991029242
0.5,58,0,8,-228.184449292144
0.5,59,0,8,-211.1590120271
0.5,60,0,8,-228.842482459022
0.5,61,0,4,-209.632243507476
0.5,62,0,8,-222.888326767586
0.5,63,0,8,-239.339998652243
0.5,64,0,8,-223.796698426078
0.5,65,0,4,-204.478470204324
0.5,66,0,4,-206.688300181801
0.5,67,0,4,-193.418318087541
0.5,68,0,4,-248.660214373451
0.5,69,0,8,-181.781776507379
0.5,70,0,4,-200.394604461381
0.5,71,0,8,-218.90955760893
0.5,72,0,4,-217.447855577304
0.5,73,0,8,-254.109455335822
0.5,74,0,4,-216.555196950851
0.5,75,0,4,-201.804198813021
0.5,76,0,8,-283.859120665466
0.5,77,0,8,-215.299713805797
0.5,78,0,8,-208.64153416182
0.5,79,0,8,-193.522566881182
0.5,80,0,8,-242.117957164706
0.5,81,0,4,-178.429504348667
0.5,82,0,8,-225.696871449877
0.5,83,0,8,-202.19345138422
0.5,84,0,8,-223.556752979686
0.5,85,0,8,-209.411690603845
0.5,86,0,4,-184.735073836487
0.5,87,0,8,-227.629356287188
0.5,88,0,4,-223.209194112096
0.5,89,0,8,-220.354854800701
0.5,90,0,4,-188.534359755376
0.5,91,0,8,-191.326700184914
0.5,92,0,8,-184.472644512864
0.5,93,0,8,-202.414089259279
0.5,94,0,8,-224.467185334468
0.5,95,0,8,-242.097369624486
0.5,96,0,8,-219.8801028593
0.5,97,0,4,-242.858068854798
0.5,98,0,4,-222.826166376464
0.5,99,0,8,-223.709231387974
0.5,100,0,8,-223.128837685173
