"Alpha","NoiseScale","Threshold","TP","FN","FP","TN","TPR","FPR","TNR","FNR","OneMinusFPR"
0.5,1.5,1e-04,967,33,771,229,0.967,0.771,0.229,0.033,0.229
0.5,1.5,0.001,965,35,765,235,0.965,0.765,0.235,0.035,0.235
0.5,1.5,0.01,956,44,681,319,0.956,0.681,0.319,0.044,0.319
0.5,1.5,0.05,930,70,394,606,0.93,0.394,0.606,0.07,0.606
0.5,1.5,0.1,876,124,181,819,0.876,0.181,0.819,0.124,0.819
0.5,1.5,0.5,335,665,0,1000,0.335,0,1,0.665,1
