"Iteration","BestLambda"
1,0.0339526919761953
2,0.0339526919761953
3,0.0138518873140216
4,0.0216866056187211
5,0.0339526919761953
6,0.0216866056187211
7,0.0216866056187211
8,0.0216866056187211
9,0.0531565572177533
10,0.0339526919761953
11,0.0216866056187211
12,0.0339526919761953
13,0.0531565572177533
14,0.0216866056187211
15,0.0339526919761953
16,0.0138518873140216
17,0.0339526919761953
18,0.0339526919761953
19,0.0216866056187211
20,0.0216866056187211
21,0.0216866056187211
22,0.0339526919761953
23,0.0339526919761953
24,0.0531565572177533
25,0.0216866056187211
26,0.0531565572177533
27,0.0339526919761953
28,0.0339526919761953
29,0.0339526919761953
30,0.0531565572177533
31,0.0339526919761953
32,0.0339526919761953
33,0.0832222545777919
34,0.0339526919761953
35,0.0216866056187211
36,0.0216866056187211
37,0.0339526919761953
38,0.0216866056187211
39,0.0339526919761953
40,0.0339526919761953
41,0.0339526919761953
42,0.0339526919761953
43,0.0339526919761953
44,0.0339526919761953
45,0.0138518873140216
46,0.0339526919761953
47,0.0339526919761953
48,0.0216866056187211
49,0.0531565572177533
50,0.0216866056187211
51,0.0216866056187211
52,0.0339526919761953
53,0.0339526919761953
54,0.0339526919761953
55,0.0339526919761953
56,0.0531565572177533
57,0.0216866056187211
58,0.0531565572177533
59,0.0339526919761953
60,0.0216866056187211
61,0.0216866056187211
62,0.0339526919761953
63,0.0138518873140216
64,0.00360961642745875
65,0.0531565572177533
66,0.0339526919761953
67,0.0216866056187211
68,0.0216866056187211
69,0.0138518873140216
70,0.0216866056187211
71,0.0339526919761953
72,0.0339526919761953
73,0.0339526919761953
74,0.0339526919761953
75,0.0216866056187211
76,0.0339526919761953
77,0.0216866056187211
78,0.0216866056187211
79,0.0216866056187211
80,0.0531565572177533
81,0.0339526919761953
82,0.0216866056187211
83,0.0339526919761953
84,0.0216866056187211
85,0.0216866056187211
86,0.0216866056187211
87,0.0339526919761953
88,0.0339526919761953
89,0.0531565572177533
90,0.0531565572177533
91,0.0138518873140216
92,0.0216866056187211
93,0.0216866056187211
94,0.0531565572177533
95,0.0339526919761953
96,0.0138518873140216
97,0.0531565572177533
98,0.0339526919761953
99,0.0531565572177533
100,0.0216866056187211
101,0.0138518873140216
102,0.0531565572177533
103,0.0138518873140216
104,0.0339526919761953
105,0.00884761707450966
106,0.00565123915048856
107,0.0216866056187211
108,0.0339526919761953
109,0.0531565572177533
110,0.0216866056187211
111,0.0339526919761953
112,0.0216866056187211
113,0.0216866056187211
114,0.0216866056187211
115,0.0531565572177533
116,0.0138518873140216
117,0.0339526919761953
118,0.0216866056187211
119,0.0216866056187211
120,0.0216866056187211
121,0.0216866056187211
122,0.0339526919761953
123,0.0339526919761953
124,0.0138518873140216
125,0.00884761707450966
126,0.0339526919761953
127,0.0339526919761953
128,0.0216866056187211
129,0.0339526919761953
130,0.0339526919761953
131,0.0531565572177533
132,0.0138518873140216
133,0.0339526919761953
134,0.0216866056187211
135,0.0339526919761953
136,0.0216866056187211
137,0.0531565572177533
138,0.0339526919761953
139,0.0339526919761953
140,0.0339526919761953
141,0.0339526919761953
142,0.00884761707450966
143,0.00884761707450966
144,0.0531565572177533
145,0.0339526919761953
146,0.0531565572177533
147,0.0339526919761953
148,0.0339526919761953
149,0.0216866056187211
150,0.0216866056187211
151,0.0531565572177533
152,0.0339526919761953
153,0.0339526919761953
154,0.0339526919761953
155,0.0531565572177533
156,0.0216866056187211
157,0.0339526919761953
158,0.0216866056187211
159,0.0531565572177533
160,0.0138518873140216
161,0.0531565572177533
162,0.00884761707450966
163,0.0216866056187211
164,0.0339526919761953
165,0.0138518873140216
166,0.0216866056187211
167,0.0216866056187211
168,0.0216866056187211
169,0.0138518873140216
170,0.0339526919761953
171,0.0216866056187211
172,0.0339526919761953
173,0.0216866056187211
174,0.0216866056187211
175,0.0339526919761953
176,0.0531565572177533
177,0.0216866056187211
178,0.0216866056187211
179,0.0216866056187211
180,0.0339526919761953
181,0.0216866056187211
182,0.0339526919761953
183,0.0339526919761953
184,0.0138518873140216
185,0.0339526919761953
186,0.0138518873140216
187,0.0339526919761953
188,0.0339526919761953
189,0.0339526919761953
190,0.0339526919761953
191,0.0216866056187211
192,0.0339526919761953
193,0.0138518873140216
194,0.0339526919761953
195,0.0339526919761953
196,0.0216866056187211
197,0.0216866056187211
198,0.0216866056187211
199,0.0339526919761953
200,0.0339526919761953
201,0.0339526919761953
202,0.0339526919761953
203,0.0531565572177533
204,0.0339526919761953
205,0.0138518873140216
206,0.0216866056187211
207,0.0216866056187211
208,0.0339526919761953
209,0.0138518873140216
210,0.0138518873140216
211,0.0339526919761953
212,0.0216866056187211
213,0.0339526919761953
214,0.0216866056187211
215,0.0138518873140216
216,0.0531565572177533
217,0.0339526919761953
218,0.0339526919761953
219,0.00884761707450966
220,0.0339526919761953
221,0.0216866056187211
222,0.0138518873140216
223,0.0339526919761953
224,0.0339526919761953
225,0.0339526919761953
226,0.0339526919761953
227,0.0339526919761953
228,0.0339526919761953
229,0.0216866056187211
230,0.0216866056187211
231,0.0339526919761953
232,0.00884761707450966
233,0.0216866056187211
234,0.0339526919761953
235,0.0138518873140216
236,0.0531565572177533
237,0.0339526919761953
238,0.0216866056187211
239,0.0531565572177533
240,0.0339526919761953
241,0.00884761707450966
242,0.0339526919761953
243,0.0339526919761953
244,0.0339526919761953
245,0.0138518873140216
246,0.0216866056187211
247,0.0216866056187211
248,0.0339526919761953
249,0.0216866056187211
250,0.0339526919761953
