"Alpha","Iteration","BestLambda"
1,116,0.0138518873140216
1,117,0.0138518873140216
1,118,0.0138518873140216
1,119,0.00565123915048856
1,120,0.000940617726523887
1,121,0.0216866056187211
1,122,0.00360961642745875
1,123,0.00147263728116332
1,124,0.0216866056187211
1,125,0.0138518873140216
1,126,0.00360961642745875
1,127,0.0138518873140216
1,128,0.00360961642745875
1,129,0.00565123915048856
1,130,0.00565123915048856
1,131,0.00360961642745875
1,132,0.00884761707450966
1,133,0.00230557058486079
1,134,0.00230557058486079
1,135,0.00230557058486079
1,136,0.00230557058486079
1,137,0.0138518873140216
1,138,0.0216866056187211
1,139,0.00147263728116332
1,140,0.00884761707450966
1,141,0.00230557058486079
1,142,0.0216866056187211
1,143,0.0138518873140216
1,144,0.0138518873140216
1,145,0.00884761707450966
1,146,0.0138518873140216
1,147,0.00230557058486079
1,148,0.00360961642745875
1,149,0.00230557058486079
1,150,0.00230557058486079
1,151,0.00884761707450966
1,152,0.00360961642745875
1,153,0.00230557058486079
1,154,0.0216866056187211
1,155,0.00565123915048856
1,156,0.00360961642745875
1,157,0.00147263728116332
1,158,0.0138518873140216
1,159,0.00147263728116332
1,160,0.000940617726523887
1,161,0.0138518873140216
1,162,0.00565123915048856
1,163,0.00230557058486079
1,164,0.00230557058486079
1,165,0.00565123915048856
1,166,0.00884761707450966
1,167,0.0138518873140216
1,168,0.0216866056187211
1,169,0.00147263728116332
1,170,0.00884761707450966
1,171,0.00884761707450966
1,172,0.00565123915048856
1,173,0.00884761707450966
1,174,0.0138518873140216
1,175,0.0138518873140216
1,176,0.00360961642745875
1,177,0.0138518873140216
1,178,0.00230557058486079
1,179,0.00147263728116332
1,180,0.00360961642745875
1,181,0.00565123915048856
1,182,0.0138518873140216
1,183,0.0216866056187211
1,184,0.00565123915048856
1,185,0.0216866056187211
1,186,0.000600800834508305
1,187,0.0138518873140216
1,188,0.0138518873140216
1,189,0.0138518873140216
1,190,0.00230557058486079
1,191,0.0216866056187211
1,192,0.00565123915048856
1,193,0.0138518873140216
1,194,1e-04
1,195,0.00884761707450966
1,196,0.00360961642745875
1,197,0.00884761707450966
1,198,0.00147263728116332
1,199,0.0138518873140216
1,200,0.00360961642745875
1,201,0.00360961642745875
1,202,0.000600800834508305
1,203,0.0216866056187211
1,204,0.0216866056187211
1,205,0.00230557058486079
1,206,0.000383749564320707
1,207,0.00147263728116332
1,208,0.00360961642745875
1,209,0.00360961642745875
1,210,0.000600800834508305
1,211,0.0216866056187211
1,212,0.00147263728116332
1,213,0.00147263728116332
1,214,0.00565123915048856
1,215,0.00884761707450966
1,216,0.0138518873140216
1,217,0.0138518873140216
1,218,0.00565123915048856
1,219,0.00360961642745875
1,220,1e-04
1,221,0.000940617726523887
1,222,0.00360961642745875
1,223,0.0138518873140216
1,224,0.0138518873140216
1,225,0.0216866056187211
1,226,0.0216866056187211
1,227,0.0138518873140216
1,228,0.0138518873140216
1,229,0.00230557058486079
1,230,0.0138518873140216
1,231,0.0216866056187211
1,232,0.0216866056187211
1,233,0.0138518873140216
1,234,0.00230557058486079
1,235,0.00565123915048856
1,236,0.00884761707450966
1,237,0.00565123915048856
1,238,0.00884761707450966
1,239,0.0138518873140216
1,240,0.00884761707450966
1,241,0.00147263728116332
1,242,0.00565123915048856
1,243,0.00360961642745875
1,244,0.0138518873140216
1,245,0.0216866056187211
1,246,0.00360961642745875
1,247,0.000600800834508305
1,248,0.00147263728116332
1,249,0.0138518873140216
1,250,0.0216866056187211
