"Iteration","BestLambda"
1,0.00149064156158081
2,0.03
3,0.03
4,0.00668724508653783
5,0.03
6,0.00668724508653783
7,0.03
8,0.03
9,0.03
10,0.0090286338984729
11,0.03
12,0.03
13,0.03
14,0.0222201226511208
15,0.03
16,0.0222201226511208
17,0.03
18,0.03
19,0.03
20,0.0222201226511208
21,0.0036685769629873
22,0.03
23,0.0222201226511208
24,0.0222201226511208
25,0.03
26,0.03
27,0.0090286338984729
28,0.03
29,0.03
30,0.0121898074644752
31,1e-04
32,0.03
33,1e-04
34,0.03
35,0.000605687787807159
36,0.03
37,0.0090286338984729
38,0.03
39,0.03
40,0.03
41,0.03
42,0.03
43,0.03
44,0.03
45,0.03
46,0.0164577950210284
47,0.03
48,0.0222201226511208
49,0.0222201226511208
50,0.03
51,0.03
52,0.000135012756099646
53,0.03
54,0.03
55,0.0090286338984729
56,0.03
57,0.03
58,0.03
59,0.03
60,0.03
61,0.0121898074644752
62,0.03
63,0.03
64,0.0222201226511208
65,0.0090286338984729
66,0.03
67,0.03
68,0.00495304686736585
69,0.03
70,0.03
71,0.03
72,0.0090286338984729
73,0.03
74,0.03
75,0.03
76,0.03
77,0.03
78,0.000246107250565106
79,0.0222201226511208
80,0.03
81,0.03
82,0.03
83,0.03
84,0.03
85,0.000817755775677422
86,0.03
87,0.03
88,0.00201255625585706
89,0.03
90,0.0164577950210284
91,0.03
92,0.03
93,0.03
94,0.03
95,0.03
96,0.0222201226511208
97,0.03
98,0.03
99,0.03
100,0.03
101,0.0121898074644752
102,0.03
103,0.03
104,0.03
105,0.03
106,0.03
107,0.03
108,0.00495304686736585
109,0.00668724508653783
110,0.00668724508653783
111,0.03
112,0.03
113,0.00495304686736585
114,0.0164577950210284
115,0.00495304686736585
116,0.03
117,0.0222201226511208
118,0.03
119,0.000246107250565106
120,0.03
121,0.03
122,0.03
123,0.03
124,0.03
125,0.03
126,0.0164577950210284
127,0.0222201226511208
128,0.03
129,0.03
130,0.03
131,0.03
132,0.03
133,0.03
134,0.03
135,0.03
136,0.0222201226511208
137,0.03
138,0.03
139,0.0090286338984729
140,0.0164577950210284
141,0.03
142,0.03
143,0.03
144,0.03
145,0.00495304686736585
146,0.03
147,0.03
148,0.03
149,0.03
150,0.03
151,0.03
152,0.0222201226511208
153,0.03
154,0.03
155,0.03
156,0.03
157,0.03
158,0.03
159,0.03
160,0.0222201226511208
161,1e-04
162,0.03
163,0.03
164,0.0222201226511208
165,0.03
166,0.0121898074644752
167,0.03
168,0.03
169,0.0090286338984729
170,0.0090286338984729
171,0.03
172,0.03
173,0.03
174,0.03
175,0.03
176,0.03
177,0.03
178,0.03
179,0.0121898074644752
180,0.03
181,0.03
182,0.00495304686736585
183,0.0121898074644752
184,0.0121898074644752
185,0.03
186,0.03
187,0.0222201226511208
188,0.03
189,0.0222201226511208
190,0.0164577950210284
191,0.03
192,0.03
193,0.00495304686736585
194,0.03
195,0.03
196,0.03
197,0.03
198,0.0164577950210284
199,0.0121898074644752
200,0.03
201,0.03
202,0.03
203,0.03
204,0.0222201226511208
205,0.0222201226511208
206,0.03
207,0.0164577950210284
208,0.03
209,0.0164577950210284
210,0.03
211,0.03
212,0.03
213,0.0222201226511208
214,0.0164577950210284
215,0.0222201226511208
216,0.03
217,0.0164577950210284
218,0.03
219,0.03
220,0.03
221,0.03
222,0.03
223,0.0090286338984729
224,0.0222201226511208
225,0.03
226,0.0164577950210284
227,0.0222201226511208
228,0.0090286338984729
229,0.0164577950210284
230,0.0222201226511208
231,0.03
232,0.03
233,1e-04
234,0.03
235,0.03
236,0.03
237,0.03
238,0.0222201226511208
239,0.03
240,0.03
241,0.0121898074644752
242,0.03
243,0.03
244,0.03
245,0.0090286338984729
246,0.0222201226511208
247,0.03
248,0.000817755775677422
249,0.03
250,0.0222201226511208
