"Alpha","Iteration","ASC2_male","ASC3_age","cost_income","prot25_child","prot50_child","invasive_child"
0.5,1,-0.0350764527318165,8.77031543348111e-05,-0.0139024902382627,0.170891145593923,0.242648109207369,0.804900314694008
0.5,2,-1.09966383814977,-0.105106967860202,-1.07477849766002,0.305693149786688,-0.0535782661465466,-0.785508894520054
0.5,3,-0.290777664757798,0.385838065985986,0.0882336206578331,-0.000752069053064521,-0.50095135075481,0.413346651698089
0.5,4,-1.29234902557387e-05,0.637636915313351,-0.00165451986022531,0.523401971007801,-0.0170402755276688,0.40600422100309
0.5,5,0.640391708597631,-0.0483498362263214,-0.0877477263812113,0.940088788282089,-0.694350918521801,5.47883660949299e-06
0.5,6,-0.00705731627797755,-0.771380013812383,0.0355621946050479,-1.0741994486305,-0.290741803696629,0.925766593216015
0.5,7,0.665512450020151,0.0738852450538944,5.37599543402252e-07,0.653997029434919,-0.654870156388604,0.473413937854039
0.5,8,0.479932874396287,0.401021599343805,0.81222372351474,-5.72115208442459e-05,-3.56521507764744e-05,-0.000113797744342574
0.5,9,0.253411146548524,-0.902370768527779,-0.86740516163745,0.359802168253307,-0.667298681132747,1.24363086749489e-06
0.5,10,-0.288827018094189,0.0387177329890195,-0.915032999249016,-0.18731825399819,0.643570722566384,0.00843850377472632
0.5,11,-0.0996777610852335,1.22038073357897,0.0336348611333531,0.193894855784278,-1.3679277969243e-05,0.594780045962066
0.5,12,0.493761549793259,0.126979433988794,0.04483430138617,1.54367626854313e-06,0.113683526070164,0.0693172384961153
0.5,13,-0.00200709369188669,0.0908090773326008,-0.81877092384141,-4.3463459577517e-07,0.670374468141369,-0.898414708546309
0.5,14,-0.191850348462953,-0.0690013681113088,-0.000129889964144092,0.422449619886578,-0.0419362366534149,0.0665234558108897
0.5,15,0.158898282198372,0.0828300315912711,-0.87708957652081,-0.746951731713485,-0.000259883548802047,0.717236310649838
0.5,16,0.576931500451198,-0.289892937195944,-0.030702449271555,0.0595608236860811,0.679557085299702,-0.564359593414925
0.5,17,0.070852585174031,1.17032301699936,1.09649017579125,0.838796217866375,3.70345686993388e-06,-0.0467522032821534
0.5,18,-0.0419678726840527,-0.897484816337756,-0.0539569886831098,0.352659698768842,-1.71612600084374e-05,-0.158680073935859
0.5,19,0.810855825423997,-0.00250344244437066,-0.425033294989862,0.535243896906258,0.0887142550809701,-0.143879964959815
0.5,20,-0.40191993870649,0.0187336939352114,-0.605454808088372,0.398049130823668,0.626467619998964,-0.0805426348049824
0.5,21,0.835379570317873,0.00374049740970937,1.093780503331,0.707596741800875,0.484406421138363,-0.0422480886824989
0.5,22,0.788776976531785,9.84229283637115e-06,-0.199589928753674,-0.289237229822068,0.82018954047365,-0.504123092087974
0.5,23,0.141127149393844,0.731704797874531,0.926910143001853,-0.320891118569839,0.362541296648582,2.95747105972668e-05
0.5,24,-1.55813212341321,0.135328804762698,0.0782103195185135,0.607970312142399,-0.485988132200465,-0.0748615838892669
0.5,25,-0.426966870866109,-0.753363876968264,0.144107465295776,-9.0582196358004e-06,-0.645322170372801,-0.823866795488686
0.5,26,-0.406080435480748,9.83957128512717e-08,0.609663597584148,0.317693066997947,0.319145072466988,2.1421521298613e-06
0.5,27,1.0738189888842,0.0209504903032253,0.055096768969301,0.0185809347806245,-0.563241915453068,0.937974764044494
0.5,28,0.00272480622879031,-0.0925101067277321,-0.025085389570573,0.788668727543694,-1.0440178339967,0.0645409267829442
0.5,29,0.887543442571856,-0.136380553921589,0.153321966022663,0.615466595473666,0.344760184726954,-0.789653450557199
0.5,30,0.881843779197511,0.520044532251725,0.0842366309525115,-0.0676280671413137,-0.668345052398762,-0.709070456566296
0.5,31,-0.00898178405501824,1.44395097073958,-1.00993964651591,0.353120489091361,-0.803064118605764,0.227926545503007
0.5,32,-0.334055344169648,0.2607187171047,0.598173276918035,4.97772639392566e-06,0.537668744005268,-0.0218192367382513
0.5,33,0.258054432058431,0.165025526626398,0.598172283656225,3.02167511220379e-05,1.48449387522274,-0.952766980611458
0.5,34,-1.2096762979343e-08,-0.0857202745386733,0.63723317715149,0.136024155867236,0.658189170901785,-0.219246920631519
0.5,35,-0.172070543714499,-0.000190707723492473,-0.833332178507788,-0.0109726256875714,0.0689504898373429,1.26345283282182e-05
0.5,36,-0.154799468168883,-5.31198677203083e-07,-0.434072751422515,-0.450287001425376,0.167331365586801,0.254287370606364
0.5,37,0.0997518316717122,-0.158613432182511,-1.0243060071032,-0.0368016257671338,-0.569240945592461,0.542229529216165
0.5,38,-0.0463826559548263,0.0169491464520535,-1.05281021232433,0.547438300322406,-1.09474542367185e-05,-3.30569624626403e-06
0.5,39,0.0475092477022645,-0.120643769180176,0.0654686359307341,0.237395016259376,-0.6407741531843,0.442305947613167
