"Iteration","BestLambda"
1,0.0216866056187211
2,0.00884761707450966
3,0.00884761707450966
4,0.00884761707450966
5,0.0216866056187211
6,0.00884761707450966
7,0.0216866056187211
8,0.0138518873140216
9,0.0339526919761953
10,0.0216866056187211
11,0.0339526919761953
12,0.0216866056187211
13,0.0216866056187211
14,0.0216866056187211
15,0.0339526919761953
16,0.0531565572177533
17,0.0216866056187211
18,0.0339526919761953
19,0.0216866056187211
20,0.00884761707450966
21,0.0216866056187211
22,0.0531565572177533
23,0.0339526919761953
24,0.0339526919761953
25,0.0339526919761953
26,0.0339526919761953
27,0.0216866056187211
28,0.0339526919761953
29,0.0339526919761953
30,0.0216866056187211
31,0.0339526919761953
32,0.0339526919761953
33,0.0216866056187211
34,0.0216866056187211
35,0.0339526919761953
36,0.0216866056187211
37,0.0216866056187211
38,0.0138518873140216
39,0.0216866056187211
40,0.0138518873140216
41,0.0138518873140216
42,0.0138518873140216
43,0.0531565572177533
44,0.0216866056187211
45,0.0339526919761953
46,0.00884761707450966
47,0.0339526919761953
48,0.0531565572177533
49,0.0339526919761953
50,0.0339526919761953
