"Iteration","BestLambda"
1,0.00149064156158081
2,0.0164577950210284
3,0.00668724508653783
4,0.03
5,0.03
6,0.03
7,0.00668724508653783
8,0.0164577950210284
9,0.0121898074644752
10,0.00668724508653783
11,0.0164577950210284
12,0.0222201226511208
13,0.0164577950210284
14,0.00495304686736585
15,0.0090286338984729
16,0.000246107250565106
17,0.0090286338984729
18,0.0121898074644752
19,0.03
20,0.0164577950210284
21,0.0222201226511208
22,0.03
23,0.03
24,0.03
25,0.03
26,0.00668724508653783
27,0.0090286338984729
28,0.0090286338984729
29,0.00110407461090613
30,0.00495304686736585
31,0.00495304686736585
32,0.0222201226511208
33,0.03
34,0.0121898074644752
35,0.0222201226511208
36,0.0164577950210284
37,0.03
38,0.00668724508653783
39,0.0121898074644752
40,0.03
41,0.03
42,0.03
43,0.0222201226511208
44,0.0121898074644752
45,0.0164577950210284
46,0.03
47,0.0222201226511208
48,0.0121898074644752
49,0.0222201226511208
50,0.0222201226511208
51,0.00668724508653783
52,0.0121898074644752
53,0.0121898074644752
54,0.0090286338984729
55,0.0036685769629873
56,0.03
57,0.00271720766908847
58,0.0036685769629873
59,0.0121898074644752
60,0.0222201226511208
61,0.0121898074644752
62,0.0164577950210284
63,0.00668724508653783
64,0.0121898074644752
65,0.0090286338984729
66,0.0164577950210284
67,0.0121898074644752
68,0.0164577950210284
69,0.0164577950210284
70,0.00271720766908847
71,0.0164577950210284
72,0.0090286338984729
73,0.00495304686736585
74,0.0222201226511208
75,0.03
76,0.03
77,0.0164577950210284
78,0.0090286338984729
79,0.0090286338984729
80,0.00495304686736585
81,0.0121898074644752
82,0.0090286338984729
83,0.03
84,0.0121898074644752
85,0.0090286338984729
86,0.00668724508653783
87,0.00495304686736585
88,0.0121898074644752
89,0.00201255625585706
90,0.0164577950210284
91,0.0090286338984729
92,0.0090286338984729
93,0.00271720766908847
94,0.0164577950210284
95,0.03
96,0.03
97,0.0121898074644752
98,0.0090286338984729
99,0.0121898074644752
100,0.0121898074644752
101,0.03
102,0.03
103,0.0121898074644752
104,0.0164577950210284
105,0.03
106,0.00271720766908847
107,0.03
108,0.03
109,0.00668724508653783
110,0.0090286338984729
111,0.03
112,0.0121898074644752
113,0.00668724508653783
114,0.0164577950210284
115,0.0222201226511208
116,0.0222201226511208
117,0.03
118,0.03
119,0.03
120,0.0222201226511208
121,0.0121898074644752
122,0.03
123,0.0164577950210284
124,0.0164577950210284
125,0.0222201226511208
126,0.03
127,0.00201255625585706
128,0.0164577950210284
129,0.0121898074644752
130,0.03
131,0.00495304686736585
132,0.0090286338984729
133,0.0090286338984729
134,0.03
135,0.0121898074644752
136,0.03
137,0.03
138,0.03
139,0.03
140,0.0090286338984729
141,0.00495304686736585
142,0.00201255625585706
143,0.0164577950210284
144,0.0164577950210284
145,0.00495304686736585
146,0.0090286338984729
147,0.03
148,0.0164577950210284
149,0.03
150,0.00495304686736585
151,0.0164577950210284
152,0.0121898074644752
153,0.03
154,0.00110407461090613
155,0.03
156,0.0121898074644752
157,0.0164577950210284
158,0.0164577950210284
159,0.0121898074644752
160,0.0164577950210284
161,0.0164577950210284
162,0.0164577950210284
163,0.03
164,0.00668724508653783
165,0.0121898074644752
166,0.0164577950210284
167,0.0164577950210284
168,0.0164577950210284
169,0.0164577950210284
170,0.00495304686736585
171,0.03
172,0.0164577950210284
173,0.0121898074644752
174,0.00668724508653783
175,0.03
176,0.00668724508653783
177,0.0222201226511208
178,0.0036685769629873
179,0.00668724508653783
180,0.03
181,0.0036685769629873
182,0.0036685769629873
183,0.0222201226511208
184,0.03
185,0.0090286338984729
186,0.03
187,0.00201255625585706
188,0.0222201226511208
189,0.00668724508653783
190,0.00495304686736585
191,0.0222201226511208
192,0.0222201226511208
193,0.0121898074644752
194,0.0222201226511208
195,0.0222201226511208
196,0.0164577950210284
197,0.0164577950210284
198,0.03
199,0.0090286338984729
200,0.0222201226511208
201,0.0164577950210284
202,0.00668724508653783
203,0.0222201226511208
204,0.0222201226511208
205,0.00495304686736585
206,0.0121898074644752
207,0.0222201226511208
208,0.00201255625585706
209,0.0121898074644752
210,0.03
211,0.00668724508653783
212,0.0164577950210284
213,0.00271720766908847
214,0.0036685769629873
215,0.0222201226511208
216,0.00201255625585706
217,0.0121898074644752
218,0.0164577950210284
219,0.0121898074644752
220,0.00495304686736585
221,0.03
222,0.03
223,0.00495304686736585
224,0.0121898074644752
225,0.0222201226511208
226,0.0036685769629873
227,0.03
228,0.0090286338984729
229,0.0090286338984729
230,0.0222201226511208
231,0.00271720766908847
232,0.00201255625585706
233,0.03
234,0.0036685769629873
235,0.00495304686736585
236,0.00495304686736585
237,0.0090286338984729
238,0.0121898074644752
239,0.00149064156158081
240,0.0164577950210284
241,0.03
242,0.0090286338984729
243,0.00495304686736585
244,0.00668724508653783
245,0.0090286338984729
246,0.00149064156158081
247,0.03
248,0.0222201226511208
249,0.0090286338984729
250,0.0164577950210284
