"Alpha","Iteration","BestLambda"
0.5,192,0.000940617726523887
0.5,193,0.0216866056187211
0.5,194,0.0138518873140216
0.5,195,0.0339526919761953
0.5,196,0.00360961642745875
0.5,197,0.0138518873140216
0.5,198,0.00565123915048856
0.5,199,0.00230557058486079
0.5,200,0.0138518873140216
0.5,201,0.00360961642745875
0.5,202,0.00884761707450966
0.5,203,0.0138518873140216
0.5,204,0.0138518873140216
0.5,205,0.00884761707450966
0.5,206,0.00360961642745875
0.5,207,0.00230557058486079
0.5,208,0.00360961642745875
0.5,209,0.00230557058486079
0.5,210,0.0138518873140216
0.5,211,0.00884761707450966
0.5,212,0.00360961642745875
0.5,213,0.00565123915048856
0.5,214,0.00565123915048856
0.5,215,0.0138518873140216
0.5,216,0.00565123915048856
0.5,217,0.00884761707450966
0.5,218,0.00360961642745875
0.5,219,0.0216866056187211
0.5,220,0.0339526919761953
0.5,221,0.00884761707450966
0.5,222,0.0216866056187211
0.5,223,0.00230557058486079
0.5,224,0.00360961642745875
0.5,225,0.0138518873140216
0.5,226,0.00565123915048856
0.5,227,0.00565123915048856
0.5,228,0.00360961642745875
0.5,229,0.0216866056187211
0.5,230,0.00360961642745875
0.5,231,0.00565123915048856
0.5,232,0.00147263728116332
0.5,233,0.00360961642745875
0.5,234,0.0216866056187211
0.5,235,0.00565123915048856
0.5,236,0.0138518873140216
0.5,237,0.0216866056187211
0.5,238,0.000940617726523887
0.5,239,0.00565123915048856
0.5,240,0.00360961642745875
0.5,241,0.00565123915048856
0.5,242,0.00565123915048856
0.5,243,0.00230557058486079
0.5,244,0.00360961642745875
0.5,245,0.00565123915048856
0.5,246,0.0216866056187211
0.5,247,0.0138518873140216
0.5,248,0.0138518873140216
0.5,249,0.00565123915048856
0.5,250,0.00565123915048856
