"Alpha","Iteration","ASC2_male","ASC3_age","cost_income","prot25_child","prot50_child","invasive_child"
0.5,1,-0.138638733953519,-0.0809344014788983,-0.0819699290410574,0.504837306232219,0.0752513281713081,0.924270810016658
0.5,2,-1.00962868938585,0.00740824233150857,-1.0809258031524,-0.0316145771630078,-0.0517659812761906,-0.49076174900303
0.5,3,0.042187708304981,0.548098909575405,-0.00645370007325949,-0.479003109252835,-1.0292079000684,-0.100472542917748
0.5,4,0.120881021669885,0.508682543659606,0.0510522134599126,0.627822720573332,-5.9085232081643e-06,1.2444350766147
0.5,5,1.08181032437869,0.0179956776941352,0.0429724767857479,1.15896171251647,-0.829721596180499,-4.36983772696537e-05
0.5,6,-0.286647361910386,-0.79218025780499,0.0492135857105346,-1.04681843222073,-0.075841252703845,1.00301115146149
0.5,7,0.594467465331641,-0.105668809673274,-0.0221086439772425,-0.11190789803034,-0.456811613266638,1.03408591736495
0.5,8,0.67988888310529,0.649095373145171,1.16780210671607,-0.0431482499059077,0.0698003524742311,-0.337628750490209
0.5,9,0.0247148131582939,-0.803831707906803,-1.05303952432802,0.214308057934434,-0.791929718229302,0.0016038836739074
0.5,10,-0.286860225002346,-0.118634818887582,-1.00093710335664,0.0351123316217723,0.0939779836954402,-0.102377165759345
0.5,11,-0.625020553023251,1.03152001183509,-0.00708001101641264,-0.128786755754646,-3.95368663828852e-05,0.398166773897675
0.5,12,0.897394873236482,-0.00385455416750798,-0.0322255450113821,0.260687165592712,0.829618363254414,0.806199312180952
0.5,13,-4.37152423568905e-05,-0.0141265829960126,-0.979110365281344,0.029905733488121,0.477625677731617,-0.378358151510076
0.5,14,-0.462729232353269,-0.0258882771776317,0.00881088642437446,0.560542455449664,0.243621975672195,1.0433253323768
0.5,15,-0.078447252750297,-0.101618651848708,-0.787248364248633,-0.685782352749246,-0.121431904524704,0.820023828430749
0.5,16,0.903331015145346,0.12898886950892,0.0653428384448627,0.0785530366784157,0.556624717400461,-1.04796827014049
0.5,17,-0.0375291122566738,0.976843683467258,1.02750609412531,0.794527745655687,0.138103307878305,-0.218797948532356
0.5,18,0.0669033677238458,-0.737190312778388,-0.0391604797783141,0.411256193141394,0.105495998384211,-0.441558094344881
0.5,19,0.964202473267332,0.0136168532208297,-0.61554858617646,0.988012608556546,0.00651102818796506,0.00512785137567396
0.5,20,-0.636723867679943,0.0480047642235372,-0.561906246264029,0.649135218923396,0.159264598187854,0.162892077275865
0.5,21,0.940850865155128,0.105138248995219,1.00431089604333,0.548829277926232,2.0290098928641e-05,-0.00997545922738103
