"Iteration","BestLambda"
1,0.0339526919761953
2,0.0216866056187211
3,0.00884761707450966
4,0.0138518873140216
5,0.0216866056187211
6,0.0138518873140216
7,0.00565123915048856
8,0.0216866056187211
9,0.0138518873140216
10,0.0138518873140216
11,0.0339526919761953
12,0.0138518873140216
13,0.0216866056187211
14,0.0216866056187211
15,0.00884761707450966
16,0.0138518873140216
17,0.0138518873140216
18,0.00565123915048856
19,0.0138518873140216
20,0.00565123915048856
21,0.0339526919761953
22,0.0216866056187211
23,0.0138518873140216
24,0.00884761707450966
25,0.0138518873140216
26,0.0216866056187211
27,0.0216866056187211
28,0.0138518873140216
29,0.0216866056187211
30,0.0138518873140216
31,0.0339526919761953
32,0.0339526919761953
33,0.0216866056187211
34,0.00565123915048856
35,0.0216866056187211
36,0.00884761707450966
37,0.0138518873140216
38,0.0138518873140216
39,0.0216866056187211
40,0.00884761707450966
41,0.0216866056187211
42,0.0138518873140216
43,0.0339526919761953
44,0.0216866056187211
45,0.00565123915048856
46,0.0216866056187211
47,0.0216866056187211
48,0.0339526919761953
49,0.00147263728116332
50,0.00884761707450966
51,0.0339526919761953
52,0.0216866056187211
53,0.0138518873140216
54,0.0339526919761953
55,0.0138518873140216
56,0.0339526919761953
57,0.00884761707450966
58,0.00565123915048856
59,0.0216866056187211
60,0.00884761707450966
61,0.00884761707450966
62,0.0339526919761953
63,0.0138518873140216
64,0.0216866056187211
65,0.0138518873140216
66,0.0339526919761953
67,0.0216866056187211
68,0.0216866056187211
69,0.0216866056187211
70,0.0138518873140216
71,0.0339526919761953
72,0.0216866056187211
73,0.00565123915048856
74,0.00884761707450966
75,0.0138518873140216
76,0.0138518873140216
77,0.0339526919761953
78,0.0216866056187211
79,0.00360961642745875
80,0.0216866056187211
81,0.0138518873140216
82,0.0138518873140216
83,0.0339526919761953
84,0.0138518873140216
85,0.0138518873140216
86,0.0138518873140216
87,0.0138518873140216
88,0.0138518873140216
89,0.0216866056187211
90,0.0216866056187211
91,0.0339526919761953
92,0.0339526919761953
93,0.0339526919761953
94,0.0138518873140216
95,0.0138518873140216
96,0.00884761707450966
97,0.0216866056187211
98,0.00360961642745875
99,0.0339526919761953
100,0.0216866056187211
101,0.0216866056187211
102,0.0138518873140216
103,0.00884761707450966
104,0.00884761707450966
105,0.0216866056187211
106,0.0216866056187211
107,0.0339526919761953
108,0.0216866056187211
109,0.00230557058486079
110,0.0138518873140216
111,0.0216866056187211
112,0.0216866056187211
113,0.00884761707450966
114,0.0216866056187211
115,0.00360961642745875
116,0.0216866056187211
117,0.0138518873140216
118,0.0339526919761953
119,0.00884761707450966
120,0.00147263728116332
121,0.0216866056187211
122,0.00884761707450966
123,0.00884761707450966
124,0.0138518873140216
125,0.0216866056187211
126,0.0216866056187211
127,0.0216866056187211
128,0.0339526919761953
129,0.0216866056187211
130,0.0216866056187211
131,0.0339526919761953
132,0.0216866056187211
133,0.0339526919761953
134,0.0216866056187211
135,0.0138518873140216
136,0.0216866056187211
137,0.0138518873140216
138,0.0216866056187211
139,0.0339526919761953
140,0.0138518873140216
141,0.0339526919761953
142,0.0339526919761953
143,0.0138518873140216
144,0.0138518873140216
145,0.00565123915048856
146,0.00360961642745875
147,0.0138518873140216
148,0.0216866056187211
149,0.0216866056187211
150,0.00884761707450966
151,0.0339526919761953
152,0.0216866056187211
153,0.00884761707450966
154,0.00565123915048856
155,0.00884761707450966
156,0.0339526919761953
157,0.0339526919761953
158,0.0216866056187211
159,0.0138518873140216
160,0.0216866056187211
161,0.0216866056187211
162,0.0138518873140216
163,0.0339526919761953
164,0.0138518873140216
165,0.0138518873140216
166,0.00565123915048856
167,0.0216866056187211
168,0.0216866056187211
169,0.0138518873140216
170,0.0339526919761953
171,0.00884761707450966
172,0.0138518873140216
173,0.0216866056187211
174,0.00884761707450966
175,0.0216866056187211
176,0.00884761707450966
177,0.0216866056187211
178,0.0216866056187211
179,0.0138518873140216
180,0.00884761707450966
181,0.00884761707450966
182,0.00884761707450966
183,0.0138518873140216
184,0.0216866056187211
185,0.0138518873140216
186,0.0216866056187211
187,0.0339526919761953
188,0.0138518873140216
189,0.0216866056187211
190,0.0216866056187211
191,0.0138518873140216
192,0.0216866056187211
193,0.0216866056187211
194,0.0138518873140216
195,0.0138518873140216
196,0.0339526919761953
197,0.0339526919761953
198,0.0138518873140216
199,0.00884761707450966
200,0.0138518873140216
201,0.0138518873140216
202,0.0138518873140216
203,0.00147263728116332
204,0.00884761707450966
205,0.0138518873140216
206,0.0138518873140216
207,0.00884761707450966
208,0.00360961642745875
209,0.0138518873140216
210,0.0216866056187211
211,0.0216866056187211
212,0.0138518873140216
213,0.0339526919761953
214,0.0216866056187211
215,0.0138518873140216
216,0.0138518873140216
217,0.00360961642745875
218,0.0138518873140216
219,0.00884761707450966
220,0.00565123915048856
221,0.00884761707450966
222,0.0216866056187211
223,0.0339526919761953
224,0.0216866056187211
225,0.0216866056187211
226,0.0216866056187211
227,0.0339526919761953
228,0.0216866056187211
229,0.0216866056187211
230,0.0216866056187211
231,0.0138518873140216
232,0.0216866056187211
233,0.00360961642745875
234,0.0138518873140216
235,0.0216866056187211
236,0.0339526919761953
237,0.0339526919761953
238,0.0216866056187211
239,0.0138518873140216
240,0.00884761707450966
241,0.0216866056187211
242,0.00884761707450966
243,0.00565123915048856
244,0.0216866056187211
245,0.0216866056187211
246,0.0138518873140216
247,0.0339526919761953
248,0.0138518873140216
249,0.0216866056187211
250,0.00360961642745875
