"Alpha","NoiseScale","Iteration","BestLambda","FitCode","LogLik"
1,2,1,0.0292401773821287,4,-1424.71640899951
1,2,2,0.0292401773821287,7,-1504.11954091088
1,2,3,0.0292401773821287,8,-1501.55993617236
1,2,4,0.0292401773821287,8,-1503.33929576993
1,2,5,0.0113496726515367,8,-1474.00800950381
1,2,6,0.0292401773821287,8,-1448.33705981251
1,2,7,0.0113496726515367,4,-1468.71386579937
1,2,8,0.0292401773821287,7,-1448.38860726237
1,2,9,0.0292401773821287,4,-1475.52732963698
1,2,10,0.0292401773821287,8,-1479.62522583377
1,2,11,0.0292401773821287,7,-1415.72182444245
1,2,12,0.0113496726515367,4,-1510.42036751677
1,2,13,0.0292401773821287,7,-1527.20840750276
1,2,14,0.0292401773821287,8,-1408.60696346824
1,2,15,0.0292401773821287,8,-1518.29171284589
1,2,16,0.0292401773821287,7,-1472.19620785118
1,2,17,0.0113496726515367,7,-1505.88705477737
1,2,18,0.0292401773821287,4,-1548.54361331928
1,2,19,0.0292401773821287,7,-1476.06632716313
1,2,20,0.0113496726515367,7,-1342.54290095245
1,2,21,0.00440541340134864,4,-1456.98554406005
1,2,22,0.0292401773821287,9,-1514.20025955122
1,2,23,0.0292401773821287,8,-1466.70602907335
1,2,24,0.0292401773821287,8,-1429.1468514148
1,2,25,0.0292401773821287,8,-1412.91184733453
1,2,26,0.0113496726515367,4,-1477.07653655471
1,2,27,0.0113496726515367,8,-1474.55734565508
1,2,28,0.0292401773821287,8,-1544.78316267598
1,2,29,0.0292401773821287,7,-1509.08984204458
1,2,30,0.0292401773821287,8,-1555.88283161626
1,2,31,0.0292401773821287,7,-1495.63251896593
1,2,32,0.0292401773821287,8,-1475.10352689945
1,2,33,0.0113496726515367,8,-1373.45129252476
1,2,34,0.0292401773821287,7,-1462.20505482324
1,2,35,0.0113496726515367,4,-1498.11755775066
1,2,36,0.0292401773821287,8,-1469.27284758518
1,2,37,0.0113496726515367,4,-1528.61125071048
1,2,38,0.0292401773821287,9,-1450.19758668627
1,2,39,0.0113496726515367,8,-1381.59270410353
1,2,40,0.0292401773821287,8,-1451.24069683168
1,2,41,0.0113496726515367,7,-1442.35064480225
1,2,42,0.0292401773821287,7,-1442.85499228452
1,2,43,0.0292401773821287,8,-1464.82566377731
1,2,44,0.0292401773821287,9,-1400.52402104297
1,2,45,0.0292401773821287,8,-1486.60821097804
1,2,46,0.0292401773821287,8,-1492.25770383586
1,2,47,0.0292401773821287,7,-1367.65165926279
1,2,48,0.0113496726515367,7,-1404.06137536331
1,2,49,0.00440541340134864,7,-1487.35917463035
1,2,50,0.0292401773821287,8,-1410.67586723139
1,2,51,0.00440541340134864,4,-1469.1947157262
1,2,52,0.0292401773821287,9,-1475.1763262606
1,2,53,0.0113496726515367,7,-1466.25056688835
1,2,54,0.0292401773821287,8,-1489.56642644868
1,2,55,0.0113496726515367,7,-1460.32444364875
1,2,56,0.0292401773821287,8,-1425.58356260997
1,2,57,0.0292401773821287,7,-1377.23267794735
1,2,58,0.0292401773821287,4,-1465.0773692852
1,2,59,0.0292401773821287,8,-1450.44007287926
1,2,60,0.0292401773821287,7,-1545.05716760351
1,2,61,0.0113496726515367,4,-1488.8477330534
1,2,62,0.0292401773821287,9,-1458.08597983256
1,2,63,0.0292401773821287,7,-1463.63824369479
1,2,64,0.0292401773821287,8,-1429.53015622845
1,2,65,0.0292401773821287,8,-1422.31956775198
1,2,66,0.0292401773821287,8,-1473.93645545919
1,2,67,0.0113496726515367,7,-1498.0638418006
1,2,68,0.0292401773821287,7,-1515.90016884564
1,2,69,0.0292401773821287,7,-1481.21688653646
1,2,70,0.0292401773821287,4,-1484.28090854335
1,2,71,0.0292401773821287,4,-1514.81790679048
1,2,72,0.0292401773821287,7,-1478.77355823112
1,2,73,0.0292401773821287,4,-1460.18522495254
1,2,74,0.0113496726515367,8,-1495.52285738701
1,2,75,0.0113496726515367,7,-1429.04797034265
1,2,76,0.0292401773821287,7,-1431.81878103119
1,2,77,0.0292401773821287,8,-1506.12015361487
1,2,78,0.0292401773821287,7,-1534.70913910932
1,2,79,0.0113496726515367,4,-1414.81916574208
1,2,80,0.0292401773821287,8,-1490.35381477879
1,2,81,0.0292401773821287,7,-1456.52465944193
1,2,82,0.0292401773821287,8,-1449.96246006789
1,2,83,0.0753315095147334,8,-1493.81442845257
1,2,84,0.0113496726515367,8,-1508.64163113254
1,2,85,0.0292401773821287,8,-1491.05788790446
1,2,86,0.0113496726515367,4,-1465.98251704276
1,2,87,0.0113496726515367,7,-1474.22653437467
1,2,88,0.0292401773821287,7,-1512.78850879534
1,2,89,0.0292401773821287,7,-1543.80035811184
1,2,90,0.00440541340134864,8,-1432.99216000223
1,2,91,0.0292401773821287,8,-1529.88878654327
1,2,92,0.0113496726515367,4,-1483.23226513904
1,2,93,0.0292401773821287,7,-1534.88644824928
1,2,94,0.0292401773821287,4,-1471.97021835455
1,2,95,0.0292401773821287,9,-1564.26310236098
1,2,96,0.0292401773821287,8,-1473.20294002988
1,2,97,0.0292401773821287,7,-1386.05576263562
1,2,98,0.0292401773821287,9,-1431.11565983295
1,2,99,0.0113496726515367,7,-1397.14793438765
1,2,100,0.0113496726515367,7,-1456.69525295836
