"Alpha","Threshold","TP","FN","FP","TN","TPR","FPR","TNR","FNR","OneMinusFPR"
0.5,1e-04,545,455,370,630,0.545,0.37,0.63,0.455,0.63
0.5,0.001,536,464,359,641,0.536,0.359,0.641,0.464,0.641
0.5,0.01,499,501,320,680,0.499,0.32,0.68,0.501,0.68
0.5,0.05,364,636,166,834,0.364,0.166,0.834,0.636,0.834
0.5,0.1,220,780,58,942,0.22,0.058,0.942,0.78,0.942
0.5,0.5,0,1000,0,1000,0,0,1,1,1
