"Alpha","NoiseScale","Threshold","TP","FN","FP","TN","TPR","FPR","TNR","FNR","OneMinusFPR"
1,1.5,1e-04,999,1,1000,0,0.999,1,0,0.001,0
1,1.5,0.001,999,1,995,5,0.999,0.995,0.005,0.001,0.005
1,1.5,0.01,993,7,950,50,0.993,0.95,0.05,0.007,0.05
1,1.5,0.05,966,34,757,243,0.966,0.757,0.243,0.034,0.243
1,1.5,0.1,914,86,536,464,0.914,0.536,0.464,0.086,0.464
1,1.5,0.5,404,596,14,986,0.404,0.014,0.986,0.596,0.986
