"Alpha","NoiseScale","Iteration","BestLambda","FitCode","LogLik"
0.5,1.5,1,0.0753315095147334,8,-267.792714510922
0.5,1.5,2,0.194076672367821,8,-281.638036858081
0.5,1.5,3,0.0753315095147334,7,-285.24312708364
0.5,1.5,4,0.0753315095147334,8,-272.233219499668
0.5,1.5,5,0.194076672367821,8,-290.46299538504
0.5,1.5,6,0.194076672367821,8,-290.816407019936
0.5,1.5,7,0.0753315095147334,7,-234.050246402557
0.5,1.5,8,0.0753315095147334,8,-243.629015913254
0.5,1.5,9,0.194076672367821,8,-305.873430295204
0.5,1.5,10,0.0753315095147334,7,-260.10393532559
0.5,1.5,11,0.194076672367821,8,-273.282786825528
0.5,1.5,12,0.194076672367821,8,-288.240510717535
0.5,1.5,13,0.0753315095147334,8,-276.177050283668
0.5,1.5,14,0.0753315095147334,8,-266.509766349568
0.5,1.5,15,0.0753315095147334,8,-273.43430160816
0.5,1.5,16,0.0753315095147334,8,-271.166849523772
0.5,1.5,17,0.0753315095147334,8,-284.999133893971
0.5,1.5,18,0.0753315095147334,8,-281.659186803624
0.5,1.5,19,0.194076672367821,7,-291.53005159556
0.5,1.5,20,0.0753315095147334,7,-284.519586748901
0.5,1.5,21,0.0753315095147334,4,-281.827811816829
0.5,1.5,22,0.0753315095147334,7,-261.321506904351
0.5,1.5,23,0.194076672367821,8,-304.777816157924
0.5,1.5,24,0.0753315095147334,8,-274.919706111411
0.5,1.5,25,0.0753315095147334,8,-260.093149630023
0.5,1.5,26,0.194076672367821,8,-288.987606191451
0.5,1.5,27,0.0753315095147334,7,-278.929253569422
0.5,1.5,28,0.0753315095147334,8,-305.086240326019
0.5,1.5,29,0.0292401773821287,8,-246.927074697301
0.5,1.5,30,0.0292401773821287,4,-264.927454723787
0.5,1.5,31,0.0753315095147334,7,-273.299661694915
0.5,1.5,32,0.194076672367821,8,-288.934782295451
0.5,1.5,33,0.0753315095147334,8,-279.590655093886
0.5,1.5,34,0.194076672367821,8,-296.092953663464
0.5,1.5,35,0.0753315095147334,7,-258.461261042759
0.5,1.5,36,0.194076672367821,8,-276.360009666855
0.5,1.5,37,0.0753315095147334,8,-298.78188846433
0.5,1.5,38,0.194076672367821,9,-285.867719807688
0.5,1.5,39,0.0753315095147334,8,-269.667837955867
