"Alpha","NoiseScale","Threshold","TP","FN","FP","TN","TPR","FPR","TNR","FNR","OneMinusFPR"
1,1.5,1e-04,675,325,381,619,0.675,0.381,0.619,0.325,0.619
1,1.5,0.001,673,327,375,625,0.673,0.375,0.625,0.327,0.625
1,1.5,0.01,668,332,353,647,0.668,0.353,0.647,0.332,0.647
1,1.5,0.05,624,376,282,718,0.624,0.282,0.718,0.376,0.718
1,1.5,0.1,573,427,210,790,0.573,0.21,0.79,0.427,0.79
1,1.5,0.5,179,821,9,991,0.179,0.009,0.991,0.821,0.991
