"Alpha","NoiseScale","Threshold","TP","FN","FP","TN","TPR","FPR","TNR","FNR","OneMinusFPR"
0.5,1.75,1e-04,957,43,729,271,0.957,0.729,0.271,0.043,0.271
0.5,1.75,0.001,954,46,717,283,0.954,0.717,0.283,0.046,0.283
0.5,1.75,0.01,945,55,631,369,0.945,0.631,0.369,0.055,0.369
0.5,1.75,0.05,913,87,353,647,0.913,0.353,0.647,0.087,0.647
0.5,1.75,0.1,848,152,163,837,0.848,0.163,0.837,0.152,0.837
0.5,1.75,0.5,225,775,0,1000,0.225,0,1,0.775,1
