"Alpha","NoiseScale","Iteration","BestLambda","FitCode","LogLik"
1,4,1,0,4,-314.825909374272
1,4,2,0,4,-301.392843962199
1,4,3,0,4,-304.504415868736
1,4,4,0,4,-293.143894510361
1,4,5,0,4,-293.217592657494
1,4,6,0,4,-310.38887893275
1,4,7,0,4,-290.364388110534
1,4,8,0,4,-294.304301304211
1,4,9,0,4,-314.370689605417
1,4,10,0,4,-309.152419129905
1,4,11,0,4,-297.165639940298
1,4,12,0,4,-303.353259006445
1,4,13,0,4,-304.191707431213
1,4,14,0,4,-298.154485325933
1,4,15,0,4,-305.369958627841
1,4,16,0,4,-297.175826269543
1,4,17,0,4,-314.703404601345
1,4,18,0,4,-304.584044997917
1,4,19,0,4,-307.660272553105
1,4,20,0,4,-307.224960379778
1,4,21,0,4,-308.449304440857
1,4,22,0,4,-298.733482247255
1,4,23,0,4,-306.259619939529
1,4,24,0,4,-293.310566031829
1,4,25,0,4,-299.523371429593
1,4,26,0,4,-308.235842798397
1,4,27,0,4,-295.272466084807
1,4,28,0,4,-309.013914197545
1,4,29,0,4,-292.130859294546
1,4,30,0,4,-299.724798975469
1,4,31,0,4,-299.762655294725
1,4,32,0,4,-308.694633924179
1,4,33,0,4,-305.161416027985
1,4,34,0,4,-312.070030784578
1,4,35,0,4,-301.261282531607
1,4,36,0,4,-302.732424362821
1,4,37,0,4,-310.996325091216
1,4,38,0,4,-307.150183107734
1,4,39,0,4,-306.389575594347
1,4,40,0,4,-298.877851225625
1,4,41,0,4,-309.580100026522
1,4,42,0,4,-307.099312945668
1,4,43,0,4,-297.085941314354
1,4,44,0,4,-310.911137820542
1,4,45,0,4,-307.415413848234
1,4,46,0,4,-296.872819693001
1,4,47,0,4,-311.016534230409
1,4,48,0,4,-298.44522806012
1,4,49,0,4,-297.343960460848
1,4,50,0,4,-304.432076376675
1,4,51,0,4,-296.24319092763
1,4,52,0,4,-299.263654993395
1,4,53,0,4,-313.611554630676
1,4,54,0,4,-314.18632646205
1,4,55,0,4,-301.759256134073
1,4,56,0,4,-306.859861860097
1,4,57,0,4,-310.431839472693
1,4,58,0,4,-309.881616951937
1,4,59,0,4,-296.198036296189
1,4,60,0,4,-307.656932652709
1,4,61,0,4,-297.996962546024
1,4,62,0,4,-309.863974115829
1,4,63,0,4,-311.008438163798
1,4,64,0,4,-304.525145257917
1,4,65,0,4,-288.810592025829
1,4,66,0,4,-307.301456502535
1,4,67,0,4,-304.609805957354
1,4,68,0,4,-309.61378892786
1,4,69,0,4,-306.400378903514
1,4,70,0,4,-301.147849364307
1,4,71,0,4,-309.93715794185
1,4,72,0,4,-312.896363966642
1,4,73,0,4,-306.625825775804
1,4,74,0,4,-305.881021254942
1,4,75,0,4,-301.000107376739
1,4,76,0,4,-317.445033839538
1,4,77,0,4,-305.966683522295
1,4,78,0,4,-290.859072376853
1,4,79,0,4,-302.54170069884
1,4,80,0,4,-309.520518854986
1,4,81,0,4,-296.582688271973
1,4,82,0,4,-304.107363805395
1,4,83,0,4,-308.122537412127
1,4,84,0,4,-309.036809074285
1,4,85,0,4,-304.843034476107
1,4,86,0,4,-301.477679611351
1,4,87,0,4,-311.86801180796
1,4,88,0,4,-304.947106109191
1,4,89,0,4,-301.851691238497
1,4,90,0,4,-297.351648069457
1,4,91,0,4,-296.377942984849
1,4,92,0,4,-302.01593558205
1,4,93,0,4,-303.940764270347
1,4,94,0,4,-308.906593055738
1,4,95,0,4,-301.44353967823
1,4,96,0,4,-306.547162864128
1,4,97,0,4,-304.804313510126
1,4,98,0,4,-289.757556550701
1,4,99,0,4,-308.418133792254
1,4,100,0,4,-308.838965299865
