"Alpha","NoiseScale","Threshold","TP","FN","FP","TN","TPR","FPR","TNR","FNR","OneMinusFPR"
1,4,1e-04,1000,0,999,1,1,0.999,0.001,0,0.001
1,4,0.001,997,3,995,5,0.997,0.995,0.005,0.003,0.005
1,4,0.01,974,26,951,49,0.974,0.951,0.049,0.026,0.049
1,4,0.05,862,138,712,288,0.862,0.712,0.288,0.138,0.288
1,4,0.1,724,276,461,539,0.724,0.461,0.539,0.276,0.539
1,4,0.5,34,966,8,992,0.034,0.008,0.992,0.966,0.992
