"Alpha","NoiseScale","Threshold","TP","FN","FP","TN","TPR","FPR","TNR","FNR","OneMinusFPR"
1,1.5,1e-04,1000,0,995,5,1,0.995,0.005,0,0.005
1,1.5,0.001,1000,0,981,19,1,0.981,0.019,0,0.019
1,1.5,0.01,993,7,888,112,0.993,0.888,0.112,0.007,0.112
1,1.5,0.05,968,32,522,478,0.968,0.522,0.478,0.032,0.478
1,1.5,0.1,928,72,206,794,0.928,0.206,0.794,0.072,0.794
1,1.5,0.5,405,595,0,1000,0.405,0,1,0.595,1
